Leader,From Lap,To Lap,# Of Laps
Christopher Bell,1,33,33
J.J. Yeley,34,34,1
Tyler Reddick,35,62,28
Denny Hamlin,63,67,5
Christopher Bell,68,71,4
Tyler Reddick,72,91,20
Denny Hamlin,92,150,59
Tyler Reddick,151,153,3
Christopher Bell,154,156,3
Denny Hamlin,157,269,113
Kevin Harvick,270,270,1
Corey LaJoie,271,273,3
Tyler Reddick,274,312,39
Kyle Larson,313,367,55
