Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,18,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,367,running,55,57,5
2,3,45,Tyler Reddick,Jordan Brand   (23XI Racing),Toyota,367,running,90,51,0
3,8,17,Chris Buescher,BuildSubmarines.com   (Jack Roush),Ford,367,running,0,36,0
4,23,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,367,running,0,39,0
5,27,1,Ross Chastain,Unishippers   (Trackhouse Racing),Chevrolet,367,running,0,32,0
6,5,6,Brad Keselowski,Solomon Plumbing   (Jack Roush),Ford,367,running,0,38,0
7,19,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,367,running,0,30,0
8,13,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,367,running,0,33,0
9,4,12,Ryan Blaney,MenardsRichmond Water Heaters   (Roger Penske),Ford,367,running,0,38,0
10,20,43,Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,367,running,0,35,0
11,11,8,Kyle Busch,McLaren Custom Grills   (Richard Childress),Chevrolet,367,running,0,31,0
12,6,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,367,running,0,25,0
13,16,16,A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,367,running,0,24,0
14,10,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,367,running,0,24,0
15,12,14,Chase Briscoe,HighPoint.com Lady in Black   (Stewart Haas Racing),Ford,367,running,0,22,0
16,25,47,Ricky Stenhouse Jr,Boost by Kroger/Irish Spring   (JTG-Daugherty Racing),Chevrolet,367,running,0,22,0
17,15,42,Carson Hocevar,Sunseeker Resort   (Legacy Motor Club),Chevrolet,367,running,0,0,0
18,31,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,367,running,0,19,0
19,7,4,Kevin Harvick,Mobil 1 Take 5   (Stewart Haas Racing),Ford,367,running,1,25,0
20,28,3,Austin Dillon,Morgan & Morgan   (Richard Childress),Chevrolet,367,running,0,20,0
21,17,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,367,running,0,16,0
22,22,7,Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,367,running,3,15,0
23,1,20,Christopher Bell,Yahoo!   (Joe Gibbs),Toyota,366,running,40,17,0
24,29,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,366,running,0,13,0
25,2,11,Denny Hamlin,SportClips Haircuts   (Joe Gibbs),Toyota,366,running,177,32,2
26,30,38,Todd Gilliland,Quincy Compressor   (Bob Jenkins),Ford,366,running,0,11,0
27,35,51,Ryan Newman,Parts Plus/Biohaven   (Rick Ware),Ford,365,running,0,10,0
28,34,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,364,running,0,9,0
29,26,77,Ty Dillon,Raze Energy Blue Shock   (Spire Motorsports),Chevrolet,364,running,0,8,0
30,33,15,J.J. Yeley,Ollie's Bargain Outlet   (Rick Ware),Ford,362,running,1,0,0
31,14,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,361,running,0,6,0
32,9,34,Michael McDowell,StageFront.VIP   (Bob Jenkins),Ford,329,crash,0,5,0
33,24,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,322,crash,0,4,0
34,21,99,Daniel Suarez,Freeway.com   (Trackhouse Racing),Chevrolet,320,crash,0,3,0
35,32,21,Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,318,crash,0,2,0
36,36,78,B.J. McLeod,Affliction   (B.J. McLeod),Chevrolet,210,engine,0,1,0
