Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,1,11,Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,500,running,79,40,5
2,7,95,Matt DiBenedetto,Toyota Express Maintenance   (Leavine Family Racing),Toyota,500,running,93,41,0
3,13,2,Brad Keselowski,Miller Lite   (Roger Penske),Ford,500,running,91,40,0
4,31,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,500,running,30,40,0
5,6,9,Chase Elliott,Hooters Spirits   (Rick Hendrick),Chevrolet,500,running,33,46,0
6,2,42,Kyle Larson,Credit One Bank   (Chip Ganassi),Chevrolet,500,running,62,41,1
7,20,14,Clint Bowyer,Peak Lighting   (Stewart Haas Racing),Ford,500,running,0,30,0
8,18,41,Daniel Suarez,Haas Automation   (Stewart Haas Racing),Ford,499,running,0,38,0
9,4,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,499,running,9,40,1
10,12,12,Ryan Blaney,Dent Wizard   (Roger Penske),Ford,499,running,0,32,0
11,14,6,Ryan Newman,Acronis   (Jack Roush),Ford,499,running,0,34,0
12,17,8,Daniel Hemric,Bass Pro Shops / Tracker Boats   (Richard Childress),Chevrolet,499,running,0,27,0
13,3,19,Martin Truex Jr,Bass Pro Shops / Tracker Off Road   (Joe Gibbs),Toyota,498,running,52,33,0
14,22,43,Bubba Wallace,U.S. Air Force P-40 Warhawk   (Richard Petty Motorsports),Chevrolet,498,running,0,23,0
15,10,88,Alex Bowman,Nationwide   (Rick Hendrick),Chevrolet,497,running,0,22,0
16,11,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,497,running,0,21,0
17,29,37,Chris Buescher,Bush's Beans / Healthy Choice / Jif   (JTG-Daugherty Racing),Chevrolet,497,running,0,20,0
18,23,47,Ryan Preece,Kroger / Hidden Valley / Clorox   (JTG-Daugherty Racing),Chevrolet,497,running,0,19,0
19,30,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,496,running,0,18,0
20,24,13,Ty Dillon,GEICO Military   (Germain Racing),Chevrolet,496,running,0,17,0
21,21,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,496,running,0,22,0
22,9,20,Erik Jones,Stanley Tools   (Joe Gibbs),Toyota,495,running,23,23,0
23,25,21,Paul Menard,Menards / Knauf   (Wood Brothers),Ford,495,running,0,14,0
24,26,32,Corey LaJoie,Incredible Bank   (Archie St. Hilaire),Ford,494,running,0,13,0
25,32,00,Landon Cassill,Permatex   (StarCom Racing),Chevrolet,490,running,0,0,0
26,39,15,Ross Chastain,Chantz Scott Auto Group / Icey-Tek   (Jay Robinson),Chevrolet,490,running,0,0,0
27,27,36,Matt Tifft,Surface Sunscreen   (Bob Jenkins),Ford,487,suspension,0,10,0
28,36,54,J.J. Yeley,Pods   (Rick Ware),Ford,485,running,0,9,0
29,5,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,482,running,0,9,0
30,34,27,Quin Houff,Premium Motorsports   (Jay Robinson),Chevrolet,478,running,0,7,0
31,38,52,Kyle Weatherman,Belmont Classic Cars   (Rick Ware),Chevrolet,474,running,0,0,0
32,33,51,B.J. McLeod,Pinnacle Sports & Entertainment   (Rick Ware),Chevrolet,410,front hub,0,0,0
33,15,17,Ricky Stenhouse Jr,Fastenal / Gear Wrench   (Jack Roush),Ford,391,dvp,0,4,0
34,19,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,387,running,0,3,0
35,35,53,Josh Bilicki,Chelle Corporation / AQRE   (Rick Ware),Chevrolet,373,fatigue,0,0,0
36,16,38,David Ragan,MDS   (Bob Jenkins),Ford,371,crash,0,1,0
37,28,34,Michael McDowell,Love's Travel Stops / Speedco   (Bob Jenkins),Ford,368,crash,0,1,0
38,37,77,Reed Sorenson,Go-Parts.com   (Spire Motorsports),Chevrolet,269,clutch,0,1,0
39,8,4,Kevin Harvick,Busch Beer   (Stewart Haas Racing),Ford,244,clutch,28,8,0
