Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,8,16,A.J. Allmendinger,Hyperice   (Matthew Kaulig),Chevrolet,95,running,2,0,0
2,16,12,Ryan Blaney,Menards / Knauf   (Roger Penske),Ford,95,running,0,35,0
3,4,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,95,running,28,36,0
4,3,9,Chase Elliott,Hooters   (Rick Hendrick),Chevrolet,95,running,14,35,0
5,15,21,Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,95,running,1,38,0
6,20,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,95,running,0,31,0
7,28,43,Erik Jones,Petty's Garage   (Richard Petty Motorsports),Chevrolet,95,running,0,37,0
8,29,77,Justin Haley,Fraternal Order of Eagles   (Spire Motorsports),Chevrolet,95,running,0,0,0
9,13,33,Austin Cindric,Money Lion   (Roger Penske),Ford,95,running,0,0,0
10,32,6,Ryan Newman,Oscar Mayer Hot Dogs   (Jack Roush),Ford,95,running,0,27,0
11,22,47,Ricky Stenhouse Jr,Hungry Jack   (JTG-Daugherty Racing),Chevrolet,95,running,0,37,0
12,19,17,Chris Buescher,Castrol   (Jack Roush),Ford,95,running,0,25,0
13,27,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,95,running,0,24,0
14,25,4,Kevin Harvick,Unibet   (Stewart Haas Racing),Ford,95,running,0,23,0
15,6,19,Martin Truex Jr,Auto-Owners Insurance / MTJF   (Joe Gibbs),Toyota,95,running,0,22,0
16,26,7,Corey LaJoie,Diamond Creek Water   (Spire Motorsports),Chevrolet,95,running,0,25,0
17,24,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,95,running,0,20,0
18,36,52,Josh Bilicki,Saved By The King   (Rick Ware),Ford,95,running,0,19,0
19,18,10,Aric Almirola,Mobil 1   (Stewart Haas Racing),Ford,95,running,0,18,0
20,21,18,Kyle Busch,M&M's Mix   (Joe Gibbs),Toyota,95,running,0,17,0
21,11,8,Tyler Reddick,Bet MGM   (Richard Childress),Chevrolet,95,running,6,36,2
22,38,00,Quin Houff,Sherfick Companies   (StarCom Racing),Chevrolet,95,running,0,15,0
23,14,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,95,running,27,14,0
24,31,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,95,running,2,18,0
25,10,41,Cole Custer,Autodesk / HaasTooling.com   (Stewart Haas Racing),Ford,94,running,0,12,0
26,2,14,Chase Briscoe,HighPoint.com / Ford Perf. Racing School   (Stewart Haas Racing),Ford,94,parked,12,13,0
27,40,66,Timmy Hill,AAW Luxury Cars / CrashClaimsR.us   (Carl Long),Toyota,94,running,0,0,0
28,39,53,Garrett Smithley,Jacob Companies   (Rick Ware),Ford,94,running,0,0,0
29,9,42,Ross Chastain,Clover   (Chip Ganassi),Chevrolet,93,running,0,8,0
30,12,34,Michael McDowell,CarParts.com   (Bob Jenkins),Ford,88,crash,1,16,0
31,23,3,Austin Dillon,Dow Mobility Science   (Richard Childress),Chevrolet,88,crash,1,23,0
32,34,15,James Davison,Tilson   (Rick Ware),Chevrolet,80,crash,0,5,0
33,1,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,77,crash,1,4,0
34,7,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,77,crash,0,3,0
35,30,37,Ryan Preece,Kroger   (JTG-Daugherty Racing),Chevrolet,77,crash,0,16,0
36,17,20,Christopher Bell,Stanley Tools   (Joe Gibbs),Toyota,77,crash,0,1,0
37,5,99,Daniel Suarez,CommScope   (Trackhouse Racing),Chevrolet,77,crash,0,1,0
38,33,38,Anthony Alfredo,Elliott's Custom Motorcoaches   (Bob Jenkins),Ford,68,suspension,0,1,0
39,35,78,Andy Lally,Blacktop Mojo   (B.J. McLeod),Ford,55,rear gear,0,0,0
40,37,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,46,crash,0,0,0
