Leader,From Lap,To Lap,# Of Laps
William Byron,1,1,1
Chase Briscoe,2,13,12
Tyler Reddick,14,16,3
Michael McDowell,17,17,1
Brad Keselowski,18,19,2
Chase Elliott,20,33,14
Tyler Reddick,34,36,3
Austin Dillon,37,37,1
Kyle Larson,38,54,17
Denny Hamlin,55,62,8
Matt DiBenedetto,63,63,1
Kyle Larson,64,74,11
Denny Hamlin,75,93,19
A.J. Allmendinger,94,95,2
