Leader,From Lap,To Lap,# Of Laps
Denny Hamlin,1,32,32
Martin Truex Jr,33,50,18
Denny Hamlin,51,51,1
Kyle Busch,52,68,17
Martin Truex Jr,69,74,6
Michael McDowell,75,75,1
Chase Elliott,76,79,4
Martin Truex Jr,80,92,13
Ross Chastain,93,93,1
Chase Elliott,94,96,3
Martin Truex Jr,97,110,14
