Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,19,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,400,running,30,43,5
2,15,22,Joey Logano,Verizon 5G   (Roger Penske),Ford,400,running,25,35,0
3,5,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,400,running,0,34,0
4,11,11,Denny Hamlin,SportClips Haircuts   (Joe Gibbs),Toyota,400,running,36,44,0
5,4,14,Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,400,running,109,47,0
6,3,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,400,running,0,42,0
7,31,12,Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,400,running,0,30,0
8,16,47,Ricky Stenhouse Jr,Kroger/Tree Top   (JTG-Daugherty Racing),Chevrolet,400,running,0,29,0
9,9,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,400,running,0,32,0
10,24,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,400,running,0,27,0
11,23,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,400,running,0,26,0
12,18,3,Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,400,running,0,-35,-5
13,34,1,Ross Chastain,Unishippers   (Trackhouse Racing),Chevrolet,400,running,31,29,0
14,10,17,Chris Buescher,Nexletol   (Jack Roush),Ford,400,running,0,23,0
15,1,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,400,running,135,32,1
16,22,20,Christopher Bell,Shingrix   (Joe Gibbs),Toyota,400,running,0,21,0
17,2,99,Daniel Suarez,Worldwide Express   (Trackhouse Racing),Chevrolet,400,running,7,30,0
18,12,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,400,running,0,19,0
19,20,34,Michael McDowell,LONG JOHN SILVER'S   (Bob Jenkins),Ford,400,running,0,18,0
20,7,4,Kevin Harvick,Realtree / Hunt Brothers Pizza   (Stewart Haas Racing),Ford,400,running,20,32,1
21,17,8,Kyle Busch,Mark III Employee Benefits   (Richard Childress),Chevrolet,400,running,0,16,0
22,6,45,Tyler Reddick,The Beast Unleashed   (23XI Racing),Toyota,400,running,0,30,0
23,8,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,400,running,0,15,0
24,21,6,Brad Keselowski,Fastenal   (Jack Roush),Ford,400,running,7,19,0
25,13,38,Todd Gilliland,Frontline Enterprises INC.   (Bob Jenkins),Ford,399,running,0,16,0
26,27,7,Corey LaJoie,NEGU   (Spire Motorsports),Chevrolet,399,running,0,11,0
27,14,16,A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,399,running,0,10,0
28,26,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,398,running,0,9,0
29,32,21,Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,398,running,0,8,0
30,29,42,Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,398,running,0,7,0
31,28,43,Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,398,running,0,6,0
32,35,77,Ty Dillon,Nations Guard   (Spire Motorsports),Chevrolet,397,running,0,5,0
33,25,2,Austin Cindric,Menards  Libman   (Roger Penske),Ford,397,running,0,4,0
34,33,51,Zane Smith,Biohaven/Jacob Co.   (Rick Ware),Ford,395,running,0,0,0
35,30,78,Anthony Alfredo,Andy's Frozen Custard   (B.J. McLeod),Chevrolet,390,running,0,0,0
36,36,15,J.J. Yeley,Isaacson Concrete & Excavating	   (Rick Ware),Ford,337,crash,0,0,0
