Leader,From Lap,To Lap,# Of Laps
Ryan Preece,1,135,135
Ross Chastain,136,166,31
Kevin Harvick,167,185,19
Chase Briscoe,186,256,71
Denny Hamlin,257,292,36
Brad Keselowski,293,299,7
Daniel Suarez,300,306,7
Chase Briscoe,307,344,38
Kevin Harvick,345,345,1
Joey Logano,346,370,25
Kyle Larson,371,400,30
