Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,5,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,167,running,8,49,5
2,1,45,Tyler Reddick,The Beast Unleashed   (23XI Racing),Toyota,167,running,40,46,0
3,7,12,Ryan Blaney,Menards  Atlas   (Roger Penske),Ford,167,running,0,49,0
4,18,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,167,running,2,35,0
5,17,23,Bubba Wallace,U.S. Air Force   (23XI Racing),Toyota,167,running,26,42,1
6,24,38,Todd Gilliland,gener8tor   (Bob Jenkins),Ford,167,running,1,31,0
7,38,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,167,running,0,30,0
8,25,99,Daniel Suarez,Freeway Insurance   (Trackhouse Racing),Chevrolet,167,running,0,29,0
9,21,10,Noah Gragson,Bass Pro Shops Winchester   (Stewart Haas Racing),Ford,167,running,3,29,0
10,3,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,167,running,1,36,0
11,9,47,Ricky Stenhouse Jr,Kleenex 100Years/Donors Choose   (JTG-Daugherty Racing),Chevrolet,167,running,0,32,0
12,30,77,Carson Hocevar,Zeigler Auto Group   (Spire Motorsports),Chevrolet,167,running,0,25,0
13,11,3,Austin Dillon,SENIX   (Richard Childress),Chevrolet,167,running,0,24,0
14,19,7,Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,167,running,0,23,0
15,28,1,Ross Chastain,Moose Fraternity   (Trackhouse Racing),Chevrolet,167,running,8,22,0
16,8,34,Michael McDowell,Horizon Hobby   (Bob Jenkins),Ford,167,running,1,26,0
17,27,71,Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,167,running,0,20,0
18,36,15,Cody Ware,Peoria TT   (Rick Ware),Ford,167,running,0,19,0
19,22,33,Ty Dillon,Titan Risk Solutions   (Richard Childress),Chevrolet,167,running,0,0,0
20,35,51,Justin Haley,Fraternal Order of Eagles   (Rick Ware),Ford,167,running,0,17,0
21,26,6,Brad Keselowski,Body Guard   (Jack Roush),Ford,167,running,35,16,0
22,23,17,Chris Buescher,Castrol Edge   (Jack Roush),Ford,167,running,0,15,0
23,6,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,167,running,0,17,0
24,20,14,Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,167,running,0,14,0
25,34,8,Kyle Busch,Cheddar's Patriotic   (Richard Childress),Chevrolet,166,running,5,12,0
26,31,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,165,crash,0,11,0
27,14,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,165,running,0,13,0
28,29,43,Erik Jones,Dollar Tree   (Legacy Motor Club),Toyota,165,running,0,9,0
29,10,42,John H. Nemechek,Pye Barker Fire & Safety   (Legacy Motor Club),Toyota,161,crash,16,14,0
30,32,31,Daniel Hemric,Cirkul   (Matthew Kaulig),Chevrolet,161,crash,0,7,0
31,13,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,161,crash,0,10,0
32,2,11,Denny Hamlin,SportClips Haircuts   (Joe Gibbs),Toyota,161,crash,21,23,1
33,33,84,Jimmie Johnson,Carvana   (Legacy Motor Club),Toyota,110,crash,0,4,0
34,12,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,109,crash,0,3,0
35,37,4,Josh Berry,Panini / Caitlin Clark   (Stewart Haas Racing),Ford,104,crash,0,2,0
36,16,21,Harrison Burton,DRAIVER   (Wood Brothers),Ford,74,crash,0,1,0
37,15,16,A.J. Allmendinger,Campers Inn RV   (Matthew Kaulig),Chevrolet,74,crash,0,0,0
38,4,24,William Byron,Valvoline   (Rick Hendrick),Chevrolet,73,crash,0,8,0
39,39,66,B.J. McLeod,Coble Enterprises   (Carl Long),Ford,15,engine,0,0,0
