Leader,From Lap,To Lap,# Of Laps
Tyler Reddick,1,36,36
Michael McDowell,37,37,1
Christopher Bell,38,39,2
Brad Keselowski,40,40,1
Denny Hamlin,41,51,11
Tyler Reddick,52,55,4
John H. Nemechek,56,69,14
Kyle Busch,70,72,3
Todd Gilliland,73,73,1
Kyle Busch,74,75,2
Bubba Wallace,76,101,26
Denny Hamlin,102,111,10
John H. Nemechek,112,113,2
Ross Chastain,114,121,8
Kyle Larson,122,122,1
Chase Elliott,123,123,1
Noah Gragson,124,126,3
Brad Keselowski,127,160,34
Kyle Larson,161,167,7
