Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,4,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,268,running,64,57,5
2,12,17,Chris Buescher,Castrol Edge   (Jack Roush),Ford,268,running,53,51,1
3,9,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,268,running,0,35,0
4,13,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,268,running,0,43,0
5,14,11,Denny Hamlin,SportClips Haircuts   (Joe Gibbs),Toyota,268,running,71,50,1
6,1,20,Christopher Bell,Yahoo!   (Joe Gibbs),Toyota,268,running,5,38,0
7,18,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,268,running,0,34,0
8,5,8,Kyle Busch,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,268,running,14,39,0
9,3,10,Noah Gragson,Bass Pro Shops Winchester   (Stewart Haas Racing),Ford,268,running,0,31,0
10,8,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,268,running,0,27,0
11,30,6,Brad Keselowski,Consumer Cellular   (Jack Roush),Ford,268,running,1,26,0
12,26,12,Ryan Blaney,MenardsCardell Cabinetry   (Roger Penske),Ford,268,running,0,25,0
13,29,42,John H. Nemechek,Family Dollar   (Legacy Motor Club),Toyota,268,running,0,24,0
14,25,38,Todd Gilliland,LONG JOHN SILVER'S   (Bob Jenkins),Ford,268,running,4,23,0
15,17,4,Josh Berry,Overstock.com   (Stewart Haas Racing),Ford,268,running,0,22,0
16,21,47,Ricky Stenhouse Jr,MInute Rice   (JTG-Daugherty Racing),Chevrolet,268,running,0,21,0
17,23,23,Bubba Wallace,MoneyLion   (23XI Racing),Toyota,268,running,0,20,0
18,35,51,Justin Haley,Children's Mercy Hospital   (Rick Ware),Ford,268,running,0,19,0
19,2,1,Ross Chastain,Busch Light Crocs   (Trackhouse Racing),Chevrolet,268,running,43,29,0
20,15,45,Tyler Reddick,Monster Energy   (23XI Racing),Toyota,268,running,7,20,0
21,10,14,Chase Briscoe,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,268,running,0,16,0
22,20,43,Corey Heim,Dollar Tree   (Legacy Motor Club),Toyota,268,running,0,0,0
23,36,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,268,running,0,14,0
24,22,77,Carson Hocevar,Delaware Life/Creative One   (Spire Motorsports),Chevrolet,268,running,0,13,0
25,16,3,Austin Dillon,Get Bioethanol   (Richard Childress),Chevrolet,268,running,0,12,0
26,28,7,Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,268,running,0,11,0
27,27,99,Daniel Suarez,Choice Privileges   (Trackhouse Racing),Chevrolet,268,running,0,10,0
28,32,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,268,running,0,9,0
29,24,71,Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,268,running,0,8,0
30,33,31,Daniel Hemric,LA Golf   (Matthew Kaulig),Chevrolet,268,running,0,7,0
31,38,16,Derek Kraus,projectwyoming.com   (Matthew Kaulig),Chevrolet,268,running,6,6,0
32,6,54,Ty Gibbs,SiriusXM   (Joe Gibbs),Toyota,267,running,0,15,0
33,34,33,Austin Hill,United Rentals   (Richard Childress),Chevrolet,267,running,0,0,0
34,11,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,266,running,0,3,0
35,37,15,Riley Herbst,Monster Energy Zero Sugar   (Rick Ware),Ford,266,running,0,0,0
36,31,21,Harrison Burton,Motorcraft  Quick Lane   (Wood Brothers),Ford,262,running,0,1,0
37,7,2,Austin Cindric,Snap On   (Roger Penske),Ford,184,crash,0,1,0
38,19,84,Jimmie Johnson,AdventHealth   (Legacy Motor Club),Toyota,175,crash,0,1,0
