Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,4,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,293,running,248,60,7
2,14,5,Kyle Larson,HendrickCars.com Throwback   (Rick Hendrick),Chevrolet,293,running,0,48,0
3,3,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,293,running,9,43,0
4,5,24,William Byron,Valvoline Throwback   (Rick Hendrick),Chevrolet,293,running,0,43,0
5,7,11,Denny Hamlin,Sport Clips   (Joe Gibbs),Toyota,293,running,5,48,0
6,2,4,Kevin Harvick,Mobil 1 Throwback   (Stewart Haas Racing),Ford,293,running,10,37,0
7,6,9,Chase Elliott,Hooters Throwback   (Rick Hendrick),Chevrolet,293,running,0,33,0
8,16,12,Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,293,running,0,35,0
9,11,17,Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,293,running,1,29,0
10,20,6,Ryan Newman,Kohler Generators   (Jack Roush),Ford,292,running,0,27,0
11,22,14,Chase Briscoe,HighPoint.com Throwback   (Stewart Haas Racing),Ford,292,running,0,26,0
12,10,8,Tyler Reddick,Quartz Hill Records   (Richard Childress),Chevrolet,292,running,2,36,0
13,12,22,Joey Logano,Shell  / Pennzoil   (Roger Penske),Ford,292,running,0,33,0
14,21,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,292,running,3,28,0
15,18,42,Ross Chastain,McDonald's   (Chip Ganassi),Chevrolet,291,running,10,22,0
16,9,3,Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,291,running,0,21,0
17,19,48,Alex Bowman,Ally Throwback   (Rick Hendrick),Chevrolet,291,running,0,21,0
18,26,43,Erik Jones,STP   (Richard Petty Motorsports),Chevrolet,291,running,0,19,0
19,8,21,Matt DiBenedetto,Menards / Dutch Boy   (Wood Brothers),Ford,290,running,0,18,0
20,28,47,Ricky Stenhouse Jr,Kroger / Tide   (JTG-Daugherty Racing),Chevrolet,290,running,0,17,0
21,23,23,Bubba Wallace,Root Insurance   (23XI Racing),Toyota,290,running,0,16,0
22,30,7,Corey LaJoie,In Memory of Alan Kulwicki   (Spire Motorsports),Chevrolet,290,running,0,15,0
23,15,99,Daniel Suarez,Camping World Throwback   (Trackhouse Racing),Chevrolet,290,running,0,14,0
24,1,2,Brad Keselowski,Freightliner   (Roger Penske),Ford,290,running,4,13,0
25,29,37,Ryan Preece,Velveeta   (JTG-Daugherty Racing),Chevrolet,290,running,0,12,0
26,25,38,Anthony Alfredo,We Care   (Bob Jenkins),Ford,289,running,0,11,0
27,13,34,Michael McDowell,Fr8 Auctions   (Bob Jenkins),Ford,288,running,0,10,0
28,31,77,Justin Haley,FOE Mother's Day   (Spire Motorsports),Chevrolet,288,running,0,0,0
29,34,53,J.J. Yeley,Fat Boy Ice Cream   (Rick Ware),Chevrolet,286,running,0,0,0
30,35,00,Quin Houff,Bos Klein / RCA   (StarCom Racing),Chevrolet,286,running,0,7,0
31,36,15,James Davison,Hope Givers Throwback   (Rick Ware),Chevrolet,286,running,0,6,0
32,32,78,B.J. McLeod,CorvetteParts.net / Keen Parts   (B.J. McLeod),Ford,285,running,0,0,0
33,37,52,Josh Bilicki,Insurance King Throwback   (Rick Ware),Ford,245,running,0,4,0
34,33,51,Cody Ware,Nurtec ODT Throwback   (Rick Ware),Chevrolet,188,driveshaft,1,0,0
35,17,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,106,crash,0,2,0
36,24,41,Cole Custer,HaasTooling.com Mother's Day   (Stewart Haas Racing),Ford,97,crash,0,1,0
37,27,10,Aric Almirola,Smithfield / Winn-Dixie   (Stewart Haas Racing),Ford,5,crash,0,1,0
