driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Ricky Stenhouse Jr,31,9,1,1,40,20,32,334,302,90,26.9,8,68,32.1,10,4.7,212,90.3
Joey Logano,3,16,2,1,37,11,7,410,403,258,62.9,3,146,68.9,12,5.7,212,102.7
Christopher Bell,5,30,3,1,32,15,-21,340,361,162,47.6,3,106,50.0,20,9.4,212,86.6
Chris Buescher,9,14,4,1,33,9,23,330,307,232,70.3,3,180,84.9,32,15.1,212,109.8
Alex Bowman,1,17,5,1,33,16,-6,367,373,156,42.5,4,91,42.9,12,5.7,212,83.7
A.J. Allmendinger,29,22,6,1,35,23,24,338,314,61,18.0,8,56,26.4,1,0.5,212,59.8
Daniel Suarez,24,32,7,1,33,21,17,304,287,106,34.9,4,66,31.1,3,1.4,212,70.1
Ryan Blaney,7,18,8,1,34,21,-4,245,249,143,58.4,0,79,37.3,1,0.5,212,77.9
Ross Chastain,23,24,9,1,40,22,11,282,271,94,33.3,5,49,23.1,6,2.8,212,63.7
Riley Herbst,38,37,10,10,39,32,10,169,159,1,0.6,6,2,0.9,0,0.0,212,51.6
Travis Pastrana,40,35,11,1,40,31,11,216,205,10,4.6,7,12,5.7,2,0.9,212,49.0
Kevin Harvick,13,3,12,1,38,14,-9,326,335,155,47.5,0,115,54.2,1,0.5,212,76.4
Zane Smith,17,36,13,12,38,30,-17,185,202,0,0.0,6,1,0.5,0,0.0,212,52.1
Cody Ware,35,33,14,4,40,28,4,271,267,6,2.2,9,10,4.7,0,0.0,212,55.1
Martin Truex Jr,16,10,15,1,30,13,11,311,300,198,63.7,3,143,67.5,13,6.1,212,82.0
Corey LaJoie,12,29,16,1,33,20,-48,275,323,148,53.8,4,74,34.9,0,0.0,212,61.8
Denny Hamlin,18,23,17,1,27,11,-5,359,364,257,71.6,6,163,76.9,6,2.8,212,93.8
Kyle Larson,2,7,18,1,27,11,-4,347,351,250,72.0,4,146,69.2,6,2.8,211,91.4
Kyle Busch,36,11,19,1,40,18,15,337,322,181,53.7,5,114,54.0,6,2.8,211,63.0
Bubba Wallace,15,34,20,1,36,23,-31,235,266,94,40.0,4,50,23.7,5,2.4,211,65.1
Aric Almirola,4,13,21,1,34,8,-22,358,380,287,80.2,0,179,84.8,16,7.6,211,99.7
Brad Keselowski,10,1,22,1,35,9,-5,284,289,203,71.5,6,172,81.5,42,19.9,211,105.2
Austin Cindric,6,20,23,1,36,10,-36,374,410,299,79.9,1,182,86.7,0,0.0,210,97.4
Noah Gragson,22,25,24,2,37,23,4,325,321,25,7.7,5,27,12.9,0,0.0,210,47.4
Ty Gibbs,33,28,25,2,38,20,19,376,357,133,35.4,4,72,34.3,0,0.0,210,63.1
Harrison Burton,19,26,26,1,33,20,-21,292,313,99,33.9,2,69,32.9,9,4.3,210,51.6
Todd Gilliland,14,21,27,6,36,20,-7,361,368,121,33.5,6,62,29.8,0,0.0,208,60.1
Michael McDowell,11,4,28,2,35,15,-19,295,314,203,68.8,4,134,64.4,0,0.0,208,80.4
Conor Daly,34,39,29,29,40,36,-6,47,53,0,0.0,1,0,0.0,0,0.0,206,30.8
B.J. McLeod,32,38,30,17,39,35,2,93,91,0,0.0,3,0,0.0,0,0.0,204,31.8
Jimmie Johnson,39,6,31,4,40,19,28,356,328,163,45.8,5,97,47.8,0,0.0,203,67.5
Justin Haley,28,12,32,3,33,20,-6,388,394,102,26.3,6,49,24.1,0,0.0,203,61.3
Austin Dillon,27,31,33,2,38,24,8,283,275,75,26.5,6,47,23.3,0,0.0,202,51.6
William Byron,21,15,34,1,31,15,9,380,371,173,45.5,6,110,54.5,0,0.0,202,74.8
Chase Briscoe,30,27,35,1,33,24,4,313,309,54,17.3,4,24,13.2,5,2.7,182,52.8
Ryan Preece,20,2,36,1,38,16,-8,263,271,117,44.5,7,112,61.9,4,2.2,181,82.6
Erik Jones,25,5,37,5,31,26,12,246,234,111,45.1,3,57,48.3,0,0.0,118,66.6
Chase Elliott,8,19,38,2,31,25,-11,250,261,126,50.4,4,59,50.0,0,0.0,118,64.3
Tyler Reddick,26,8,39,2,26,25,17,229,212,97,42.4,0,57,48.7,0,0.0,117,63.0
Ty Dillon,37,40,40,31,40,40,-2,44,46,0,0.0,2,0,0.0,0,0.0,26,24.5
