driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Kevin Harvick,16,11,1,1,22,7,-16,73,89,57,78.1,19,190,95.0,38,19.0,200,123.0
Bubba Wallace,1,19,2,1,24,8,3,75,72,59,78.7,15,182,91.0,22,11.0,200,118.4
Denny Hamlin,9,9,3,1,22,5,36,91,55,74,81.3,34,195,97.5,38,19.0,200,128.6
Joey Logano,4,23,4,2,27,10,-8,73,81,45,61.6,3,146,73.0,0,0.0,200,100.0
Ryan Blaney,24,22,5,3,33,15,-10,69,79,24,34.8,3,109,54.5,0,0.0,200,85.0
Martin Truex Jr,7,14,6,3,21,9,-4,89,93,59,66.3,4,186,93.0,0,0.0,200,99.8
Kyle Larson,8,15,7,2,24,8,14,86,72,57,66.3,12,188,94.0,0,0.0,200,105.3
Erik Jones,10,1,8,1,22,8,18,85,67,73,85.9,0,176,88.0,5,2.5,200,97.3
Alex Bowman,30,21,9,4,30,14,2,88,86,35,39.8,1,118,59.0,0,0.0,200,81.4
Ty Gibbs,11,20,10,1,32,14,6,90,84,34,37.8,6,127,63.5,2,1.0,200,88.3
Chase Elliott,13,24,11,4,29,16,10,108,98,23,21.3,0,73,36.5,0,0.0,200,75.2
William Byron,20,16,12,4,25,12,20,92,72,60,65.2,0,170,85.0,0,0.0,200,83.5
Austin Dillon,26,5,13,3,34,17,3,100,97,26,26.0,4,66,33.0,0,0.0,200,71.6
Ty Dillon,25,7,14,3,26,19,-9,82,91,22,26.8,0,59,29.5,0,0.0,200,66.3
Brad Keselowski,33,6,15,1,35,17,11,87,76,31,35.6,0,83,41.5,0,0.0,200,67.3
Chris Buescher,19,2,16,1,25,14,-7,69,76,34,49.3,1,124,62.0,1,0.5,200,70.9
Justin Haley,21,27,17,8,34,21,-3,101,104,13,12.9,0,14,7.0,0,0.0,200,60.2
Austin Hill,31,8,18,4,37,22,7,80,73,12,15.0,0,21,10.5,0,0.0,200,53.3
Corey LaJoie,32,26,19,2,36,22,-32,75,107,13,17.3,0,22,11.0,0,0.0,200,56.0
Chase Briscoe,23,4,20,4,30,16,-1,87,88,37,42.5,1,87,43.5,0,0.0,200,64.3
Josh Bilicki,35,12,21,4,36,24,10,47,37,3,6.4,0,13,6.5,0,0.0,200,48.5
Cody Ware,34,17,22,6,36,25,4,47,43,0,0.0,0,5,2.5,0,0.0,200,45.3
B.J. McLeod,36,28,23,1,37,27,2,19,17,0,0.0,0,5,2.5,1,0.5,199,40.5
Ross Chastain,22,25,24,1,31,13,2,73,71,24,32.9,6,118,59.3,29,14.6,199,96.3
Daniel Suarez,15,3,25,1,29,12,-10,85,95,38,44.7,4,120,60.6,33,16.7,198,74.4
Christopher Bell,2,10,26,1,26,8,6,54,48,48,88.9,30,159,82.4,31,16.1,193,93.7
Todd Gilliland,37,31,27,26,37,30,4,11,7,0,0.0,0,0,0.0,0,0.0,188,34.5
Michael McDowell,14,30,28,9,34,27,0,7,7,5,71.4,0,23,12.3,0,0.0,187,45.0
Tyler Reddick,6,13,29,2,29,19,5,49,44,34,69.4,5,94,85.5,0,0.0,110,80.6
Noah Gragson,12,18,30,3,27,20,-19,43,62,27,62.8,3,70,64.2,0,0.0,109,72.0
Cole Custer,17,29,31,10,29,27,-20,27,47,1,3.7,1,11,11.7,0,0.0,94,42.1
Harrison Burton,27,32,32,25,37,32,-2,11,13,0,0.0,0,0,0.0,0,0.0,29,28.7
Ricky Stenhouse Jr,28,33,33,18,33,32,2,11,9,0,0.0,0,0,0.0,0,0.0,25,30.0
Aric Almirola,18,34,34,15,32,32,-3,7,10,0,0.0,0,1,4.0,0,0.0,25,32.7
J.J. Yeley,29,35,35,10,36,35,-10,6,16,0,0.0,0,2,8.3,0,0.0,24,24.2
Kyle Busch,3,36,36,3,22,32,1,8,7,7,87.5,3,22,91.7,0,0.0,24,45.8
Austin Cindric,5,37,37,5,29,34,-8,2,10,2,100.0,0,21,87.5,0,0.0,24,33.5
