Leader,From Lap,To Lap,# Of Laps
Bubba Wallace,1,21,21
Christopher Bell,22,48,27
Ty Gibbs,49,50,2
Ross Chastain,51,79,29
Denny Hamlin,80,93,14
Christopher Bell,94,96,3
Erik Jones,97,101,5
Chris Buescher,102,102,1
Denny Hamlin,103,122,20
Daniel Suarez,123,137,15
Christopher Bell,138,138,1
Daniel Suarez,139,156,18
Denny Hamlin,157,160,4
Bubba Wallace,161,161,1
B.J. McLeod,162,162,1
Kevin Harvick,163,200,38
