Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,16,4,Kevin Harvick,Busch Light Apple #BuschelOfBusch   (Stewart Haas Racing),Ford,200,running,38,43,5
2,1,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,200,running,22,35,0
3,9,11,Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,200,running,38,53,1
4,4,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,200,running,0,36,0
5,24,12,Ryan Blaney,MenardsCardell Cabinetry   (Roger Penske),Ford,200,running,0,32,0
6,7,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,200,running,0,38,0
7,8,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,200,running,0,38,0
8,10,43,Erik Jones,FOCUSfactor   (Petty GMS Motorsports),Chevrolet,200,running,5,42,0
9,30,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,200,running,0,31,0
10,11,45,Ty Gibbs,Monster Energy   (23XI Racing),Toyota,200,running,2,0,0
11,13,9,Chase Elliott,UniFirst   (Rick Hendrick),Chevrolet,200,running,0,26,0
12,20,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,200,running,0,31,0
13,26,3,Austin Dillon,Dow Mobility Science   (Richard Childress),Chevrolet,200,running,0,28,0
14,25,42,Ty Dillon,Ferris   (Petty GMS Motorsports),Chevrolet,200,running,0,23,0
15,33,6,Brad Keselowski,Castrol   (Jack Roush),Ford,200,running,0,28,0
16,19,17,Chris Buescher,LeBron James Family Foundation   (Jack Roush),Ford,200,running,1,27,0
17,21,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,200,running,0,20,0
18,31,33,Austin Hill,Bennett Transportation   (Richard Childress),Chevrolet,200,running,0,0,0
19,32,7,Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,200,running,0,18,0
20,23,14,Chase Briscoe,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,200,running,0,18,0
21,35,77,Josh Bilicki,Michigan State / Zeigler Auto   (Spire Motorsports),Chevrolet,200,running,0,0,0
22,34,51,Cody Ware,Nurtec ODT   (Rick Ware),Ford,200,running,0,15,0
23,36,78,B.J. McLeod,Blaster   (B.J. McLeod),Ford,199,running,1,0,0
24,22,1,Ross Chastain,AdventHealth   (Trackhouse Racing),Chevrolet,199,running,29,18,0
25,15,99,Daniel Suarez,Worldwide Express   (Trackhouse Racing),Chevrolet,198,running,33,21,0
26,2,20,Christopher Bell,SiriusXM   (Joe Gibbs),Toyota,193,crash,31,28,1
27,37,38,Todd Gilliland,First Phase   (Bob Jenkins),Ford,188,running,0,10,0
28,14,34,Michael McDowell,Martin Transportation Systems   (Bob Jenkins),Ford,187,running,0,9,0
29,6,8,Tyler Reddick,Guaranteed Rate   (Richard Childress),Chevrolet,110,engine,0,8,0
30,12,16,Noah Gragson,Chevy Accessories   (Matthew Kaulig),Chevrolet,109,crash,0,0,0
31,17,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,94,crash,0,6,0
32,27,21,Harrison Burton,Ford 20 Year Sr Master Techs   (Wood Brothers),Ford,29,crash,0,5,0
33,28,47,Ricky Stenhouse Jr,Kroger Health/ SweetLeaf   (JTG-Daugherty Racing),Chevrolet,25,crash,0,4,0
34,18,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,25,crash,0,3,0
35,29,15,J.J. Yeley,RWR   (Rick Ware),Ford,24,crash,0,0,0
36,3,18,Kyle Busch,Interstate Batteries   (Joe Gibbs),Toyota,24,crash,0,1,0
37,5,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,24,crash,0,1,0
