Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,4,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,90,running,27,56,5
2,11,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,90,running,0,38,0
3,9,19,Martin Truex Jr,Reser's Fine Foods   (Joe Gibbs),Toyota,90,running,34,44,1
4,20,18,Kyle Busch,Snickers   (Joe Gibbs),Toyota,90,running,0,39,0
5,6,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,90,running,6,43,0
6,15,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,90,running,0,37,0
7,7,20,Christopher Bell,Stanley   (Joe Gibbs),Toyota,90,running,0,39,0
8,5,4,Kevin Harvick,Busch Light Apple   (Stewart Haas Racing),Ford,90,running,0,37,0
9,27,14,Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,90,running,0,34,0
10,13,8,Tyler Reddick,Chevrolet Accessories   (Richard Childress),Chevrolet,90,running,0,34,0
11,14,21,Matt DiBenedetto,Menards / Moen   (Wood Brothers),Ford,90,running,0,30,0
12,12,42,Ross Chastain,MyMcDonald's Rewards   (Chip Ganassi),Chevrolet,90,running,0,30,0
13,17,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,90,running,2,24,0
14,3,12,Ryan Blaney,Dex Imaging   (Roger Penske),Ford,90,running,0,23,0
15,16,3,Austin Dillon,Richard Childress,Chevrolet,90,running,0,24,0
16,8,10,Aric Almirola,Go Bowling   (Stewart Haas Racing),Ford,90,running,0,21,0
17,24,17,Chris Buescher,Jack Roush,Ford,90,running,0,20,0
18,19,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,90,running,0,19,0
19,18,47,Ricky Stenhouse Jr,Kroger / Bush's Beans   (JTG-Daugherty Racing),Chevrolet,90,running,1,18,0
20,10,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,90,running,0,21,0
21,25,34,Michael McDowell,CarParts.com   (Bob Jenkins),Ford,90,running,0,16,0
22,2,22,Joey Logano,Verizon 5G   (Roger Penske),Ford,90,running,11,27,1
23,26,23,Bubba Wallace,Toyota   (23XI Racing),Toyota,90,running,0,14,0
24,29,7,Corey LaJoie,Nations Guard   (Spire Motorsports),Chevrolet,90,running,0,13,0
25,28,6,Ryan Newman,Jack Roush,Ford,89,running,0,12,0
26,31,38,Anthony Alfredo,Bence Motor Sales   (Bob Jenkins),Ford,89,running,0,11,0
27,22,43,Erik Jones,Clean Harbors   (Richard Petty Motorsports),Chevrolet,89,running,0,11,0
28,23,37,Ryan Preece,Kleenex   (JTG-Daugherty Racing),Chevrolet,89,running,0,9,0
29,30,77,Justin Haley,Fraternal Order of Eagles   (Spire Motorsports),Chevrolet,89,running,0,0,0
30,33,78,Kyle Tilley,Bremont Chronometers   (B.J. McLeod),Ford,89,running,0,7,0
31,21,99,Daniel Suarez,Good Sam   (Trackhouse Racing),Chevrolet,88,running,0,6,0
32,35,00,Quin Houff,Fare Share   (StarCom Racing),Chevrolet,88,running,0,5,0
33,34,52,Josh Bilicki,Rick Ware,Ford,88,running,0,4,0
34,37,15,R.C. Enerson,Rick Ware,Chevrolet,88,running,0,3,0
35,1,2,Brad Keselowski,Wabash National   (Roger Penske),Ford,87,running,9,2,0
36,32,53,Garrett Smithley,Skip Barber Racing   (Rick Ware),Ford,87,running,0,0,0
37,36,51,James Davison,Nurtec ODT   (Rick Ware),Ford,41,electrical,0,1,0
