Leader,From Lap,To Lap,# Of Laps
Brad Keselowski,1,9,9
Joey Logano,10,20,11
Kyle Larson,21,21,1
"Ricky Stenhouse, Jr.",22,22,1
"Martin Truex, Jr.",23,56,34
Denny Hamlin,57,62,6
Kurt Busch,63,64,2
Kyle Larson,65,90,26
