Leader,From Lap,To Lap,# Of Laps
Kyle Larson,1,68,68
Chase Elliott,69,120,52
Denny Hamlin,121,323,203
Christopher Bell,324,395,72
Chase Elliott,396,396,1
Christopher Bell,397,469,73
Chase Elliott,470,470,1
Chase Briscoe,471,495,25
Christopher Bell,496,500,5
