Rank,Driver,Wins,Points
1,William Byron,2,276
2,Ross Chastain,1,246
3,Alex Bowman,1,237
4,Chase Briscoe,1,220
5,Austin Cindric,1,201
5,Kyle Larson,1,201
7,Denny Hamlin,1,157
8,Chase Elliott,0,288
9,Ryan Blaney,0,285
10,Joey Logano,0,261
11,Martin Truex Jr,0,237
12,Aric Almirola,0,223
13,Kevin Harvick,0,222
14,Kyle Busch,0,221
15,Tyler Reddick,0,202
16,Austin Dillon,0,197
