Leader,From Lap,To Lap,# Of Laps
William Byron,1,26,26
Kyle Larson,27,32,6
William Byron,33,37,5
Kyle Larson,38,87,50
William Byron,88,88,1
Kyle Larson,89,122,34
Christopher Bell,123,126,4
Kyle Larson,127,213,87
"Martin Truex, Jr.",214,216,3
Denny Hamlin,217,220,4
"Martin Truex, Jr.",221,245,25
Kyle Larson,246,267,22
