driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Kyle Larson,5,1,1,1,6,1,7,26,19,26,100.0,109,267,100.0,199,74.5,267,150.0
Ross Chastain,20,7,2,2,21,8,6,103,97,85,82.5,6,264,98.9,0,0.0,267,105.4
A.J. Allmendinger,10,11,3,2,22,8,22,113,91,89,78.8,9,263,98.5,0,0.0,267,101.8
Austin Dillon,32,22,4,4,32,12,23,109,86,59,54.1,1,191,71.5,0,0.0,267,89.9
Brad Keselowski,9,5,5,3,13,7,0,72,72,59,81.9,2,267,100.0,0,0.0,267,102.8
Martin Truex Jr,12,2,6,1,27,6,11,77,66,59,76.6,22,244,91.4,28,10.5,267,118.5
Denny Hamlin,14,13,7,1,24,10,5,108,103,69,63.9,5,244,91.4,4,1.5,267,90.8
Kevin Harvick,16,9,8,3,24,11,14,107,93,64,59.8,1,212,79.4,0,0.0,267,85.4
Kyle Busch,11,12,9,5,23,15,-5,108,113,45,41.7,1,146,54.7,0,0.0,267,78.1
Daniel Suarez,23,8,10,3,24,12,22,111,89,50,45.0,8,205,76.8,0,0.0,267,83.4
Christopher Bell,2,18,11,1,24,12,-13,99,112,59,59.6,2,223,83.5,4,1.5,267,80.1
William Byron,1,3,12,1,24,6,-15,58,73,36,62.1,17,221,82.8,32,12.0,267,110.2
Chris Buescher,8,16,13,6,27,16,-14,83,97,26,31.3,0,95,35.6,0,0.0,267,70.8
Chase Elliott,3,6,14,3,14,7,-21,60,81,47,78.3,2,267,100.0,0,0.0,267,96.2
Ricky Stenhouse Jr,27,14,15,8,31,17,16,104,88,21,20.2,0,112,41.9,0,0.0,267,69.5
Michael McDowell,18,21,16,16,30,22,3,93,90,0,0.0,0,0,0.0,0,0.0,267,56.8
Ryan Blaney,13,4,17,2,23,8,-10,67,77,50,74.6,5,233,87.3,0,0.0,267,88.2
Joey Logano,17,10,18,5,26,11,11,103,92,67,65.0,3,241,90.3,0,0.0,267,83.6
Austin Cindric,26,15,19,9,31,21,-1,110,111,7,6.4,0,27,10.1,0,0.0,267,57.5
Harrison Burton,21,17,20,16,35,22,-3,84,87,0,0.0,0,0,0.0,0,0.0,267,52.7
Aric Almirola,28,20,21,12,29,22,3,90,87,5,5.6,0,7,2.6,0,0.0,267,53.7
Ty Gibbs,6,25,22,4,28,21,-20,105,125,23,21.9,0,46,17.2,0,0.0,267,56.8
Corey LaJoie,31,23,23,14,32,24,4,117,113,3,2.6,0,1,0.4,0,0.0,267,46.8
Cole Custer,25,26,24,20,34,26,-5,93,98,0,0.0,0,0,0.0,0,0.0,266,45.2
Noah Gragson,24,29,25,2,33,25,5,127,122,4,3.2,0,5,1.9,0,0.0,266,46.7
Ty Dillon,30,28,26,23,33,28,-3,66,69,0,0.0,0,0,0.0,0,0.0,266,37.3
John H. Nemechek,4,31,27,2,36,25,2,72,70,10,13.9,13,39,14.7,0,0.0,266,56.6
Justin Haley,15,24,28,8,35,23,-7,89,96,26,29.2,17,55,20.7,0,0.0,266,62.3
Landon Cassill,33,35,29,15,36,31,-5,26,31,0,0.0,0,1,0.4,0,0.0,266,35.0
Erik Jones,22,30,30,14,36,29,-11,49,60,0,0.0,0,1,0.4,0,0.0,264,38.7
Todd Gilliland,29,33,31,17,36,32,0,43,43,0,0.0,0,0,0.0,0,0.0,264,31.2
J.J. Yeley,34,32,32,19,35,33,-4,24,28,0,0.0,0,0,0.0,0,0.0,263,29.2
B.J. McLeod,35,36,33,32,36,35,2,18,16,0,0.0,0,0,0.0,0,0.0,262,25.0
Cody Ware,36,34,34,18,36,35,-6,27,33,0,0.0,4,0,0.0,0,0.0,262,26.1
Tyler Reddick,7,27,35,2,30,17,-4,82,86,36,43.9,3,120,49.6,0,0.0,242,79.9
Chase Briscoe,19,19,36,9,30,26,-10,80,90,6,7.5,0,8,5.0,0,0.0,160,46.8
