driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Joey Logano,1,1,1,1,23,4,-5,176,181,133,75.6,9,242,93.1,140,53.8,260,129.8
Brad Keselowski,4,27,2,1,29,5,-7,152,159,118,77.6,0,250,96.2,47,18.1,260,114.6
Christopher Bell,10,6,3,1,35,11,20,218,198,130,59.6,3,213,81.9,6,2.3,260,92.0
Corey LaJoie,31,9,4,2,31,15,15,227,212,139,61.2,10,183,70.4,0,0.0,260,97.0
Tyler Reddick,16,23,5,2,31,16,25,236,211,113,47.9,6,113,43.5,0,0.0,260,86.5
Denny Hamlin,14,5,6,1,14,6,8,186,178,174,93.5,1,260,100.0,14,5.4,260,107.8
Ryan Blaney,3,2,7,1,33,11,-15,130,145,97,74.6,2,183,70.4,5,1.9,260,96.1
Erik Jones,28,17,8,8,33,22,3,250,247,27,10.8,11,21,8.1,0,0.0,260,59.7
Ty Gibbs,35,13,9,4,35,18,17,220,203,91,41.4,10,80,30.8,0,0.0,260,79.0
Kyle Busch,17,33,10,1,33,11,-15,202,217,128,63.4,7,201,77.3,7,2.7,260,88.7
Austin Cindric,2,4,11,1,30,8,-13,183,196,124,67.8,9,222,85.4,5,1.9,260,93.0
Noah Gragson,22,24,12,3,28,16,2,217,215,105,48.4,2,127,48.8,0,0.0,260,71.3
Ross Chastain,18,12,13,1,31,17,13,275,262,137,49.8,12,82,31.5,5,1.9,260,72.1
Alex Bowman,15,7,14,2,24,11,-6,235,241,179,76.2,5,220,84.6,0,0.0,260,85.7
Todd Gilliland,23,20,15,7,30,21,-19,211,230,78,37.0,4,66,25.4,0,0.0,260,58.5
A.J. Allmendinger,30,19,16,5,32,21,13,257,244,42,16.3,8,55,21.2,0,0.0,260,63.6
Ricky Stenhouse Jr,27,11,17,1,31,16,-20,194,214,102,52.6,5,131,50.4,7,2.7,260,77.8
Josh Berry,21,14,18,3,32,20,25,234,209,48,20.5,16,53,20.4,0,0.0,260,76.1
Martin Truex Jr,29,32,19,3,32,15,14,266,252,110,41.4,9,141,54.2,0,0.0,260,86.9
Austin Dillon,13,34,20,7,34,20,-13,156,169,36,23.1,9,95,36.5,0,0.0,260,54.9
Michael McDowell,12,21,21,9,28,20,-46,228,274,62,27.2,7,54,20.8,0,0.0,260,52.2
Justin Haley,20,16,22,2,29,19,12,233,221,64,27.5,10,59,22.7,0,0.0,260,53.5
Ty Dillon,26,30,23,12,33,27,-17,125,142,0,0.0,7,2,0.8,0,0.0,260,43.4
Chase Briscoe,8,25,24,7,34,24,-24,148,172,37,25.0,15,41,15.8,0,0.0,259,46.5
Cody Ware,32,29,25,1,35,31,-8,35,43,0,0.0,3,1,0.4,1,0.4,258,36.1
J.J. Yeley,34,31,26,3,35,32,-6,22,28,0,0.0,3,1,0.4,0,0.0,258,30.6
Bubba Wallace,19,35,27,18,36,33,3,11,8,0,0.0,3,0,0.0,0,0.0,255,30.2
Ryan Preece,24,36,28,20,36,32,7,64,57,0,0.0,4,0,0.0,0,0.0,244,32.8
Daniel Suarez,25,10,29,4,27,17,13,165,152,81,49.1,2,132,62.0,0,0.0,213,64.5
Aric Almirola,5,18,30,1,29,17,-8,102,110,56,54.9,6,115,55.3,17,8.2,208,69.1
Kyle Larson,9,22,31,2,28,17,7,150,143,85,56.7,7,124,59.6,0,0.0,208,64.4
William Byron,11,8,32,1,28,15,10,111,101,97,87.4,4,181,94.3,0,0.0,192,75.9
Kevin Harvick,6,15,33,1,27,20,-8,154,162,80,51.9,3,74,38.9,1,0.5,190,59.8
Harrison Burton,33,26,34,22,34,30,-6,136,142,0,0.0,3,0,0.0,0,0.0,190,33.5
Chris Buescher,7,3,35,1,29,15,26,125,99,88,70.4,3,174,92.1,5,2.6,189,82.0
B.J. McLeod,36,28,36,2,36,33,0,25,25,0,0.0,2,4,2.1,0,0.0,189,27.9
