Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,18,24,William Byron,Axalta Ruby   (Rick Hendrick),Chevrolet,415,running,88,46,5
2,1,5,Kyle Larson,HendrickCars.com Ruby   (Rick Hendrick),Chevrolet,415,running,86,53,1
3,3,9,Chase Elliott,UniFirst Ruby   (Rick Hendrick),Chevrolet,415,running,64,49,0
4,2,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,415,running,0,51,0
5,9,12,Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,415,running,0,32,0
6,6,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,415,running,84,42,0
7,19,45,Tyler Reddick,MoneyLion   (23XI Racing),Toyota,415,running,0,30,0
8,10,48,Alex Bowman,Ally Ruby   (Rick Hendrick),Chevrolet,415,running,0,34,0
9,22,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,415,running,0,28,0
10,5,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,415,running,8,38,0
11,8,11,Denny Hamlin,SportClips Haircuts   (Joe Gibbs),Toyota,415,running,66,40,1
12,17,43,Erik Jones,Family Dollar   (Legacy Motor Club),Toyota,415,running,0,25,0
13,16,38,Todd Gilliland,Carson-Newman University   (Bob Jenkins),Ford,415,running,0,24,0
14,12,1,Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,415,running,0,25,0
15,30,17,Chris Buescher,BuildSubmarines.com   (Jack Roush),Ford,414,running,0,22,0
16,11,8,Kyle Busch,Lucas Oil   (Richard Childress),Chevrolet,414,running,0,22,0
17,25,77,Carson Hocevar,Delaware Life   (Spire Motorsports),Chevrolet,414,running,0,20,0
18,4,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,414,running,0,25,0
19,15,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,414,running,0,18,0
20,26,10,Noah Gragson,Overstock.com   (Stewart Haas Racing),Ford,414,running,0,17,0
21,35,34,Michael McDowell,LONG JOHN SILVER'S   (Bob Jenkins),Ford,414,running,0,16,0
22,21,99,Daniel Suarez,Freeway Insurance   (Trackhouse Racing),Chevrolet,414,running,13,15,0
23,14,2,Austin Cindric,Menards  Libman   (Roger Penske),Ford,414,running,6,14,0
24,13,6,Brad Keselowski,Body Guard   (Jack Roush),Ford,414,running,0,13,0
25,7,4,Josh Berry,Mobil 1 50th Anniversary   (Stewart Haas Racing),Ford,413,running,0,15,0
26,31,15,Kaz Grala,N29 Capital Partners   (Rick Ware),Ford,413,running,0,11,0
27,33,16,Josh Williams,Alloy Employer Services   (Matthew Kaulig),Chevrolet,413,running,0,0,0
28,36,31,Daniel Hemric,Cirkul   (Matthew Kaulig),Chevrolet,413,running,0,9,0
29,23,47,Ricky Stenhouse Jr,SunnyD   (JTG-Daugherty Racing),Chevrolet,413,running,0,8,0
30,27,51,Justin Haley,Ohanafy   (Rick Ware),Ford,413,running,0,7,0
31,24,71,Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,412,running,0,6,0
32,32,7,Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,412,running,0,5,0
33,34,21,Harrison Burton,Motorcraft  Quick Lane   (Wood Brothers),Ford,412,running,0,4,0
34,28,3,Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,412,running,0,3,0
35,20,20,Christopher Bell,Yahoo!   (Joe Gibbs),Toyota,411,running,0,2,0
36,29,42,John H. Nemechek,Skip Barber Racing School   (Legacy Motor Club),Toyota,396,crash,0,1,0
37,37,66,David Starr,MBM Motorsports   (Carl Long),Ford,311,steering,0,0,0
