driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
William Byron,18,8,1,1,28,6,17,79,62,38,48.1,24,400,96.4,88,21.2,415,118.4
Kyle Larson,1,4,2,1,22,3,3,43,40,20,46.5,34,412,99.3,86,20.7,415,126.8
Chase Elliott,3,1,3,1,21,3,-2,45,47,25,55.6,41,413,99.5,64,15.4,415,126.7
Bubba Wallace,2,3,4,2,23,4,-1,40,41,18,45.0,31,412,99.3,0,0.0,415,115.8
Ryan Blaney,9,9,5,3,26,12,5,55,50,19,34.5,15,300,72.3,0,0.0,415,96.7
Joey Logano,6,6,6,1,18,6,-6,36,42,21,58.3,31,407,98.1,84,20.2,415,109.6
Tyler Reddick,19,10,7,7,28,13,6,52,46,21,40.4,6,307,74.0,0,0.0,415,87.8
Alex Bowman,10,5,8,2,21,8,-5,52,57,34,65.4,3,407,98.1,0,0.0,415,96.0
Ryan Preece,22,15,9,4,25,15,12,69,57,27,39.1,1,270,65.1,0,0.0,415,79.9
Chase Briscoe,5,7,10,1,19,8,2,48,46,29,60.4,24,408,98.3,8,1.9,415,99.8
Denny Hamlin,8,2,11,1,16,4,2,52,50,40,76.9,28,415,100.0,66,15.9,415,109.0
Erik Jones,17,13,12,11,29,16,5,68,63,19,27.9,0,194,46.7,0,0.0,415,74.2
Todd Gilliland,16,12,13,3,26,14,9,73,64,31,42.5,8,219,52.8,0,0.0,415,79.9
Ross Chastain,12,11,14,6,27,13,1,55,54,24,43.6,3,371,89.4,0,0.0,415,84.6
Chris Buescher,30,20,15,11,31,21,4,79,75,4,5.1,2,76,18.4,0,0.0,414,63.4
Kyle Busch,11,23,16,8,32,16,5,62,57,13,21.0,6,194,46.9,0,0.0,414,73.1
Carson Hocevar,25,14,17,10,31,19,-3,78,81,10,12.8,4,19,4.6,0,0.0,414,63.4
Martin Truex Jr,4,21,18,2,27,14,0,70,70,22,31.4,22,234,56.5,0,0.0,414,80.2
Ty Gibbs,15,22,19,3,28,19,0,80,80,19,23.8,1,41,9.9,0,0.0,414,62.4
Noah Gragson,26,19,20,4,30,22,3,64,61,7,10.9,4,15,3.6,0,0.0,414,57.4
Michael McDowell,35,29,21,8,36,27,14,79,65,8,10.1,7,18,4.3,0,0.0,414,49.5
Daniel Suarez,21,26,22,1,27,19,-3,69,72,12,17.4,7,44,10.6,13,3.1,414,61.3
Austin Cindric,14,16,23,1,26,16,-11,66,77,29,43.9,10,288,69.6,6,1.4,414,69.1
Brad Keselowski,13,24,24,6,29,21,-15,79,94,13,16.5,2,113,27.3,0,0.0,414,56.9
Josh Berry,7,17,25,7,32,17,-10,62,72,9,14.5,3,185,44.8,0,0.0,413,74.6
Kaz Grala,31,27,26,5,35,26,2,72,70,10,13.9,10,44,10.7,0,0.0,413,45.1
Josh Williams,33,28,27,16,35,30,3,60,57,0,0.0,4,0,0.0,0,0.0,413,31.2
Daniel Hemric,36,25,28,10,36,28,5,72,67,8,11.1,4,13,3.1,0,0.0,413,38.4
Ricky Stenhouse Jr,23,18,29,10,32,24,-10,70,80,4,5.7,0,5,1.2,0,0.0,413,43.8
Justin Haley,27,33,30,21,36,32,-5,57,62,0,0.0,0,0,0.0,0,0.0,413,32.8
Zane Smith,24,31,31,13,35,28,-3,50,53,0,0.0,3,1,0.2,0,0.0,412,43.6
Corey LaJoie,32,35,32,27,36,33,4,34,30,0,0.0,0,0,0.0,0,0.0,412,37.8
Harrison Burton,34,32,33,27,36,32,-1,53,54,0,0.0,2,0,0.0,0,0.0,412,31.1
Austin Dillon,28,34,34,28,36,33,-10,38,48,0,0.0,1,0,0.0,0,0.0,412,30.6
Christopher Bell,20,36,35,19,37,32,-18,19,37,0,0.0,15,0,0.0,0,0.0,411,43.7
John H. Nemechek,29,30,36,27,35,31,0,48,48,0,0.0,1,0,0.0,0,0.0,396,35.9
David Starr,37,37,37,36,37,37,0,1,1,0,0.0,0,0,0.0,0,0.0,311,23.2
