Rank,Driver,Wins,Points
1,Kyle Larson,1,309
2,Martin Truex Jr,0,295
3,Denny Hamlin,2,292
4,Ryan Blaney,0,261
4,William Byron,3,261
6,Chase Elliott,0,258
7,Ty Gibbs,0,254
8,Ross Chastain,0,232
9,Tyler Reddick,0,229
10,Alex Bowman,0,227
11,Christopher Bell,1,221
12,Bubba Wallace,0,216
13,Chris Buescher,0,207
14,Joey Logano,0,191
15,Kyle Busch,0,189
16,Chase Briscoe,0,188
