Leader,From Lap,To Lap,# Of Laps
Kyle Larson,1,86,86
Joey Logano,87,169,83
Denny Hamlin,170,193,24
Chase Elliott,194,252,59
Denny Hamlin,253,253,1
Chase Elliott,254,257,4
Denny Hamlin,258,298,41
Joey Logano,299,299,1
Chase Briscoe,300,307,8
Austin Cindric,308,313,6
Daniel Suarez,314,326,13
William Byron,327,412,86
Chase Elliott,413,413,1
William Byron,414,415,2
