Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,5,45,Tyler Reddick,MoneyLion   (23XI Racing),Toyota,268,running,2,51,5
2,14,11,Denny Hamlin,Yahoo!   (Joe Gibbs),Toyota,268,running,63,48,0
3,19,43,Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,268,running,0,39,0
4,2,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,268,running,99,43,1
5,11,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,268,running,0,35,0
6,4,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,268,running,47,41,0
7,35,8,Kyle Busch,Casey's General Store   (Richard Childress),Chevrolet,268,running,0,30,0
8,1,20,Christopher Bell,DEWALT Perform & Protect   (Joe Gibbs),Toyota,268,running,15,38,0
9,12,6,Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,268,running,23,41,1
10,23,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,268,running,0,27,0
11,20,4,Kevin Harvick,SunnyD   (Stewart Haas Racing),Ford,268,running,0,34,0
12,17,12,Ryan Blaney,Wabash   (Roger Penske),Ford,268,running,0,35,0
13,6,1,Ross Chastain,Kubota   (Trackhouse Racing),Chevrolet,268,running,0,31,0
14,36,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,268,running,0,23,0
15,9,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,268,running,0,22,0
16,15,99,Daniel Suarez,Freeway.com   (Trackhouse Racing),Chevrolet,268,running,12,21,0
17,25,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,268,running,3,20,0
18,28,41,Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,268,running,0,19,0
19,26,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,268,running,0,18,0
20,21,42,Carson Hocevar,Sunseeker Resorts   (Legacy Motor Club),Chevrolet,268,running,0,0,0
21,30,31,Justin Haley,Celsius   (Matthew Kaulig),Chevrolet,268,running,0,16,0
22,24,7,Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,268,running,0,15,0
23,16,47,Ricky Stenhouse Jr,Dillons/NOS Energy Drink   (JTG-Daugherty Racing),Chevrolet,268,running,0,14,0
24,27,51,Cole Custer,Biohaven/Jacob Co.   (Rick Ware),Ford,268,running,0,0,0
25,32,38,Todd Gilliland,Boot Barn   (Bob Jenkins),Ford,267,running,0,12,0
26,7,34,Michael McDowell,Fr8Auctions.com   (Bob Jenkins),Ford,267,running,0,11,0
27,13,17,Chris Buescher,Fastenal   (Jack Roush),Ford,267,running,0,12,0
28,33,77,Ty Dillon,Raze Tea   (Spire Motorsports),Chevrolet,267,running,0,9,0
29,34,78,Sheldon Creed,Whelen   (B.J. McLeod),Chevrolet,266,running,0,0,0
30,22,16,A.J. Allmendinger,Nutrien Ag Solutions   (Matthew Kaulig),Chevrolet,266,running,0,7,0
31,18,2,Austin Cindric,MenardsRichmond Water Heaters   (Roger Penske),Ford,266,running,0,6,0
32,10,23,Bubba Wallace,Columbia Sportswear Company   (23XI Racing),Toyota,264,running,3,14,0
33,8,3,Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,259,running,0,4,0
34,31,15,J.J. Yeley,Jungle Law   (Rick Ware),Ford,212,dvp,1,0,0
35,29,21,Harrison Burton,Menards  MasterForce   (Wood Brothers),Ford,175,dvp,0,2,0
36,3,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,3,crash,0,1,0
