Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,6,12,Ryan Blaney,Body Armor   (Roger Penske),Ford,165,running,7,45,5
2,20,23,Bubba Wallace,Columbia PFG   (23XI Racing),Toyota,165,running,8,37,0
3,23,6,Ryan Newman,Coca Cola Zero Sugar   (Jack Roush),Ford,165,running,2,34,0
4,24,37,Ryan Preece,Kroger / Coca-Cola   (JTG-Daugherty Racing),Chevrolet,165,running,0,35,0
5,17,8,Tyler Reddick,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,165,running,0,39,0
6,28,77,Justin Haley,Fraternal Order of Eagles   (Spire Motorsports),Chevrolet,165,running,0,0,0
7,15,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,165,running,0,30,0
8,5,9,Chase Elliott,UniFirst   (Rick Hendrick),Chevrolet,165,running,36,39,1
9,30,78,B.J. McLeod,Boggy Creek Airboat Adventures   (B.J. McLeod),Ford,165,running,0,0,0
10,36,52,Josh Bilicki,Jacob Companies   (Rick Ware),Ford,165,running,0,27,0
11,21,43,Erik Jones,Columbia PFG   (Richard Petty Motorsports),Chevrolet,165,running,0,26,0
12,8,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,165,running,0,25,0
13,3,11,Denny Hamlin,FedEx Shaping Black Futures   (Joe Gibbs),Toyota,165,running,7,33,0
14,19,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,165,running,0,23,0
15,11,4,Kevin Harvick,Unibet   (Stewart Haas Racing),Ford,165,running,4,22,0
16,33,7,Corey LaJoie,Built Bar   (Spire Motorsports),Chevrolet,164,crash,1,25,0
17,27,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,164,crash,3,34,0
18,29,42,Ross Chastain,Clover   (Chip Ganassi),Chevrolet,164,crash,14,26,0
19,26,99,Daniel Suarez,CommScope   (Trackhouse Racing),Chevrolet,164,crash,0,18,0
20,1,5,Kyle Larson,Valvoline Instant Oil Change   (Rick Hendrick),Chevrolet,164,crash,0,23,0
21,16,14,Chase Briscoe,Mobil 1   (Stewart Haas Racing),Ford,164,crash,0,16,0
22,12,47,Ricky Stenhouse Jr,Funfetti   (JTG-Daugherty Racing),Chevrolet,164,running,0,19,0
23,22,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,164,running,37,27,1
24,25,41,Cole Custer,Autodesk / HaasTooling.com   (Stewart Haas Racing),Ford,164,running,0,13,0
25,9,21,Matt DiBenedetto,Menards / Dutch Boy   (Wood Brothers),Ford,164,running,0,12,0
26,32,38,Anthony Alfredo,Speedy Cash   (Bob Jenkins),Ford,163,running,0,11,0
27,40,66,David Starr,Midwest Mobile Tech   (Carl Long),Ford,163,running,0,0,0
28,31,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,163,running,0,0,0
29,7,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,163,running,13,14,0
30,34,53,Garrett Smithley,True Brand   (Rick Ware),Chevrolet,163,running,0,0,0
31,37,15,Joey Gase,Pro Master   (Rick Ware),Ford,162,running,0,0,0
32,14,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,157,crash,8,7,0
33,10,2,Brad Keselowski,Pirtek   (Roger Penske),Ford,156,crash,0,4,0
34,4,18,Kyle Busch,Interstate Batteries   (Joe Gibbs),Toyota,156,crash,5,14,0
35,38,16,Kaz Grala,Goettl Air Conditioning   (Matthew Kaulig),Chevrolet,156,crash,0,0,0
36,39,96,Landon Cassill,Carnomaly   (Gaunt Brothers),Toyota,146,crash,0,0,0
37,2,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,146,crash,12,9,0
38,35,00,Quin Houff,Units   (StarCom Racing),Chevrolet,136,running,0,1,0
39,18,34,Michael McDowell,CarParts.com   (Bob Jenkins),Ford,23,engine,0,1,0
40,13,17,Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,165,disqualified,8,1,0
