driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Daniel Suarez,23,18,1,1,32,14,4,274,270,132,48.2,5,138,53.1,9,3.5,260,89.1
Ryan Blaney,6,30,2,1,30,7,24,258,234,208,80.6,3,240,92.3,31,11.9,260,111.7
Kyle Busch,3,7,3,1,27,11,13,245,232,141,57.6,5,166,63.8,28,10.8,260,95.5
Austin Cindric,8,2,4,1,27,8,15,283,268,219,77.4,3,233,89.6,32,12.3,260,98.8
Bubba Wallace,18,17,5,1,27,17,13,233,220,94,40.3,2,103,39.6,3,1.2,260,81.5
Ricky Stenhouse Jr,27,14,6,1,30,18,1,239,238,95,39.7,5,88,33.8,1,0.4,260,69.9
Ross Chastain,21,3,7,1,29,15,9,247,238,182,73.7,7,142,54.6,0,0.0,260,83.3
Michael McDowell,1,12,8,1,28,11,-17,275,292,207,75.3,5,189,72.7,27,10.4,260,96.3
Chris Buescher,7,8,9,1,30,13,-2,206,208,132,64.1,4,141,54.2,1,0.4,260,87.6
Ty Gibbs,25,15,10,6,26,15,1,252,251,135,53.6,6,133,51.2,0,0.0,260,68.7
Harrison Burton,16,13,11,3,27,13,-7,260,267,172,66.2,9,176,67.7,0,0.0,260,86.5
Martin Truex Jr,12,9,12,1,26,9,2,332,330,239,72.0,9,229,88.1,9,3.5,260,89.4
Corey LaJoie,32,19,13,2,32,14,6,270,264,160,59.3,5,178,68.5,0,0.0,260,81.3
Kaz Grala,33,21,14,8,36,20,-34,156,190,26,16.7,7,48,18.5,0,0.0,260,58.5
Chase Elliott,28,10,15,3,31,16,29,267,238,131,49.1,6,130,50.0,0,0.0,260,76.9
Ryan Preece,20,25,16,2,32,23,4,117,113,30,25.6,2,34,13.1,0,0.0,260,51.5
William Byron,11,5,17,2,28,18,7,196,189,133,67.9,2,121,46.5,0,0.0,260,82.2
Daniel Hemric,26,27,18,10,31,22,-4,106,110,36,34.0,4,54,20.8,0,0.0,260,52.7
Carson Hocevar,35,20,19,7,35,21,5,188,183,42,22.3,8,40,15.4,0,0.0,260,57.8
Justin Haley,31,22,20,6,31,19,-2,216,218,55,25.5,7,65,25.0,0,0.0,260,59.7
John H. Nemechek,34,26,21,6,34,25,-11,72,83,7,9.7,1,10,3.8,0,0.0,260,43.8
Austin Dillon,10,24,22,5,34,25,-16,67,83,7,10.4,4,6,2.3,0,0.0,260,46.0
Denny Hamlin,13,6,23,1,31,9,10,291,281,244,83.8,11,224,86.5,15,5.8,259,95.4
B.J. McLeod,36,23,24,11,36,27,0,82,82,0,0.0,7,2,0.8,0,0.0,257,48.0
Erik Jones,37,31,25,18,37,29,-4,22,26,0,0.0,0,0,0.0,0,0.0,256,38.8
Todd Gilliland,4,28,26,1,30,9,-36,208,244,146,70.2,9,207,80.9,58,22.7,256,91.8
Alex Bowman,17,32,27,17,36,32,5,8,3,0,0.0,6,0,0.0,0,0.0,255,36.9
Joey Logano,2,29,28,1,37,17,6,110,104,59,53.6,7,126,50.0,27,10.7,252,102.2
Josh Berry,14,16,29,4,29,20,-22,189,211,89,47.1,12,86,34.4,0,0.0,250,60.0
Tyler Reddick,19,33,30,19,37,33,6,8,2,0,0.0,0,0,0.0,0,0.0,243,32.7
Chase Briscoe,9,11,31,1,26,11,10,318,308,237,74.5,7,206,86.2,0,0.0,239,88.4
Kyle Larson,5,1,32,1,27,10,33,230,197,184,80.0,5,194,87.4,17,7.7,222,94.3
Brad Keselowski,24,4,33,1,29,15,1,258,257,161,62.4,8,151,69.3,2,0.9,218,78.1
Christopher Bell,22,34,34,19,36,35,2,5,3,0,0.0,0,0,0.0,0,0.0,148,27.7
Zane Smith,29,35,35,3,34,29,-37,44,81,21,47.7,1,40,53.3,0,0.0,75,44.1
Noah Gragson,15,36,36,14,35,35,-5,4,9,3,75.0,0,0,0.0,0,0.0,66,28.7
Josh Williams,30,37,37,28,31,37,-2,0,2,0,0.0,0,0,0.0,0,0.0,2,23.2
