driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Kyle Larson,9,3,1,1,12,4,8,84,76,62,73.8,33,400,100.0,93,23.3,400,130.3
Josh Berry,30,25,2,1,35,20,11,144,133,29,20.1,41,124,31.0,10,2.5,400,82.6
Ross Chastain,4,6,3,1,23,5,3,76,73,49,64.5,18,394,98.5,16,4.0,400,116.2
Christopher Bell,21,2,4,1,23,6,19,104,85,70,67.3,15,386,96.5,26,6.5,400,110.0
Kevin Harvick,10,9,5,3,27,8,13,118,105,80,67.8,13,383,95.8,0,0.0,400,102.8
Michael McDowell,15,20,6,2,35,17,2,117,115,28,23.9,1,78,19.5,0,0.0,400,73.2
Joey Logano,18,15,7,2,35,14,32,132,100,61,46.2,10,281,70.3,0,0.0,400,87.3
Alex Bowman,1,5,8,1,19,6,-16,85,101,53,62.4,9,399,99.8,8,2.0,400,106.5
Ty Gibbs,14,10,9,2,26,13,-5,114,119,57,50.0,6,320,80.0,0,0.0,400,89.0
Brad Keselowski,24,8,10,1,24,9,-1,97,98,68,70.1,7,350,87.5,1,0.3,400,92.2
Martin Truex Jr,12,4,11,1,28,7,3,112,109,55,49.1,21,375,93.8,56,14.0,400,103.9
Chase Briscoe,19,12,12,6,31,14,-6,122,128,69,56.6,0,310,77.5,0,0.0,400,81.5
Aric Almirola,32,16,13,4,32,17,21,151,130,34,22.5,1,137,34.3,0,0.0,400,73.4
Kyle Busch,2,14,14,1,32,14,-22,106,128,48,45.3,4,254,63.5,1,0.3,400,78.5
Todd Gilliland,13,19,15,3,35,19,13,118,105,18,15.3,0,76,19.0,0,0.0,400,63.3
Tyler Reddick,5,18,16,3,35,16,-3,98,101,30,30.6,7,135,33.8,0,0.0,400,75.7
Chandler Smith,37,29,17,17,37,29,14,113,99,0,0.0,5,0,0.0,0,0.0,400,44.8
Ryan Preece,33,11,18,5,34,15,17,138,121,71,51.4,0,307,76.8,0,0.0,400,74.5
Harrison Burton,26,21,19,16,35,23,-12,97,109,0,0.0,0,0,0.0,0,0.0,400,52.8
Denny Hamlin,11,7,20,1,35,10,12,120,108,72,60.0,19,323,80.8,71,17.8,400,91.6
Corey LaJoie,16,23,21,14,32,24,-13,128,141,3,2.3,1,2,0.5,0,0.0,400,47.7
Bubba Wallace,28,13,22,1,28,17,-5,137,142,42,30.7,2,160,40.0,1,0.3,400,66.0
Daniel Suarez,20,17,23,2,29,16,3,132,129,36,27.3,2,175,43.8,0,0.0,400,71.3
William Byron,3,1,24,1,24,3,-5,71,76,44,62.0,51,379,94.8,117,29.3,400,117.6
Austin Dillon,27,22,25,4,32,23,-6,98,104,14,14.3,0,10,2.5,0,0.0,399,52.2
Ryan Blaney,17,28,26,3,34,21,0,113,113,19,16.8,16,85,21.3,0,0.0,399,62.8
A.J. Allmendinger,25,26,27,23,35,28,1,98,97,0,0.0,2,0,0.0,0,0.0,399,39.3
Austin Cindric,6,27,28,6,35,24,-2,116,118,22,19.0,0,70,17.5,0,0.0,399,51.5
Justin Haley,29,24,29,14,37,27,1,122,121,2,1.6,0,1,0.3,0,0.0,399,41.0
Chris Buescher,7,34,30,7,35,27,-27,115,142,24,20.9,42,49,12.3,0,0.0,398,59.4
Erik Jones,22,30,31,20,35,30,-19,82,101,0,0.0,1,0,0.0,0,0.0,398,39.4
Ty Dillon,36,33,32,19,36,31,-7,90,97,0,0.0,7,0,0.0,0,0.0,398,34.7
Anthony Alfredo,35,32,33,13,37,33,-5,77,82,1,1.3,0,1,0.3,0,0.0,396,27.2
Cody Ware,31,35,34,20,37,34,-11,52,63,0,0.0,0,0,0.0,0,0.0,395,27.0
Ricky Stenhouse Jr,8,37,35,3,37,34,4,11,7,10,90.9,0,33,8.6,0,0.0,384,38.3
J.J. Yeley,34,36,36,24,37,36,-2,10,12,0,0.0,1,0,0.0,0,0.0,383,24.7
Noah Gragson,23,31,37,8,35,30,-9,118,127,6,5.1,0,3,1.0,0,0.0,303,32.8
