Rank,Driver,Wins,Points
1,Joey Logano,1,82
2,Denny Hamlin,1,60
3,Ryan Blaney,0,85
4,Kevin Harvick,0,81
5,Kyle Larson,0,70
6,Ricky Stenhouse Jr,0,66
7,Chase Elliott,0,65
8,Austin Dillon,0,63
9,Chris Buescher,0,61
10,Jimmie Johnson,0,60
10,Matt DiBenedetto,0,60
12,Bubba Wallace,0,59
13,Clint Bowyer,0,56
14,Alex Bowman,0,51
15,Martin Truex Jr,0,50
15,Corey LaJoie,0,50
