Leader,From Lap,To Lap,# Of Laps
William Byron,1,12,12
Christopher Bell,13,19,7
William Byron,20,28,9
Denny Hamlin,29,31,3
William Byron,32,33,2
Ross Chastain,34,43,10
William Byron,44,44,1
Ty Gibbs,45,45,1
Tyler Reddick,46,46,1
Christopher Bell,47,48,2
Martin Truex Jr,49,50,2
William Byron,51,68,18
