Rank,Driver,Wins,Points
1,Martin Truex Jr,0,220
2,Ty Gibbs,0,215
3,Ryan Blaney,0,211
4,Denny Hamlin,1,206
5,Kyle Larson,1,205
6,Christopher Bell,1,183
6,William Byron,2,183
8,Ross Chastain,0,182
9,Chase Elliott,0,173
10,Tyler Reddick,0,171
11,Alex Bowman,0,165
12,Chris Buescher,0,153
13,Kyle Busch,0,150
14,Daniel Suarez,1,148
15,John H. Nemechek,0,144
16,Brad Keselowski,0,134
