driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Austin Dillon,21,22,1,1,32,16,16,289,273,102,35.3,2,70,43.8,10,6.3,160,87.6
Tyler Reddick,6,3,2,1,33,12,-13,289,302,148,51.2,5,102,63.8,13,8.1,160,97.2
Austin Cindric,14,19,3,1,37,18,-42,225,267,59,26.2,2,52,32.5,13,8.1,160,66.3
Landon Cassill,35,27,4,3,37,22,-21,163,184,23,14.1,5,42,26.3,0,0.0,160,65.2
Noah Gragson,37,29,5,3,37,24,9,153,144,17,11.1,8,32,20.0,0,0.0,160,59.4
Cody Ware,33,32,6,2,37,25,-20,125,145,26,20.8,4,32,20.0,0,0.0,160,50.6
B.J. McLeod,36,1,7,1,37,25,-9,158,167,23,14.6,9,29,18.1,2,1.3,160,53.7
Martin Truex Jr,13,9,8,1,31,13,11,266,255,138,51.9,5,105,65.6,1,0.6,160,82.7
David Ragan,34,31,9,4,36,24,4,172,168,20,11.6,5,24,15.0,0,0.0,160,54.2
Kyle Busch,22,5,10,1,37,13,41,306,265,139,45.4,6,101,63.1,7,4.4,160,76.5
Bubba Wallace,30,11,11,1,32,14,10,300,290,145,48.3,7,102,64.2,2,1.3,159,73.8
Joey Logano,3,13,12,1,27,8,11,192,181,139,72.4,3,136,86.1,14,8.9,158,100.7
Ty Gibbs,23,33,13,7,34,27,11,73,62,7,9.6,1,20,12.7,0,0.0,158,51.0
Alex Bowman,10,12,14,1,27,11,-9,266,275,217,81.6,3,126,80.8,11,7.1,156,89.2
Ryan Blaney,16,34,15,3,34,27,17,77,60,45,58.4,0,25,16.2,0,0.0,154,54.8
Cole Custer,15,25,16,5,30,16,-5,258,263,125,48.5,5,71,46.4,0,0.0,153,61.1
Erik Jones,11,28,17,1,32,12,2,248,246,129,52.0,4,101,68.2,22,14.9,148,91.5
Ty Dillon,25,24,18,1,32,21,-6,233,239,22,9.4,6,31,21.5,1,0.7,144,52.3
Harrison Burton,29,6,19,2,31,13,30,284,254,153,53.9,2,99,70.7,0,0.0,140,86.8
Kevin Harvick,7,18,20,2,33,15,27,276,249,144,52.2,3,88,63.3,0,0.0,139,91.5
Aric Almirola,27,20,21,2,28,17,-12,293,305,108,36.9,5,60,43.5,0,0.0,138,67.8
Ricky Stenhouse Jr,20,4,22,2,34,14,12,270,258,110,40.7,6,79,57.2,0,0.0,138,83.7
Todd Gilliland,32,17,23,3,32,15,13,287,274,133,46.3,2,78,56.5,0,0.0,138,80.0
Daniel Suarez,4,14,24,1,30,17,-26,246,272,114,46.3,2,62,45.3,2,1.5,137,63.7
Denny Hamlin,19,7,25,1,33,11,22,294,272,233,79.3,1,119,86.9,13,9.5,137,97.8
Daniel Hemric,28,21,26,3,37,20,-3,270,273,122,45.2,2,60,43.8,0,0.0,137,56.8
Chris Buescher,8,30,27,1,30,18,-22,279,301,115,41.2,5,58,42.3,1,0.7,137,56.7
Justin Haley,18,10,28,1,32,18,-19,224,243,140,62.5,2,74,54.0,8,5.8,137,62.2
Chase Elliott,2,2,29,1,28,13,1,272,271,143,52.6,3,95,69.3,31,22.6,137,92.7
Corey LaJoie,31,16,30,1,31,20,20,210,190,126,60.0,1,66,48.2,6,4.4,137,67.3
Chase Briscoe,26,26,31,1,33,24,10,189,179,38,20.1,1,26,21.0,0,0.0,124,48.7
Michael McDowell,9,23,32,1,29,21,-20,191,211,83,43.5,4,55,54.5,2,2.0,101,64.2
Ross Chastain,12,8,33,2,28,22,-16,190,206,107,56.3,2,55,54.5,0,0.0,101,64.4
William Byron,17,15,34,1,23,20,-8,193,201,142,73.6,0,80,79.2,1,1.0,101,80.2
Brad Keselowski,24,35,35,11,35,32,13,88,75,16,18.2,0,6,19.4,0,0.0,31,31.5
Christopher Bell,5,36,36,3,8,30,-3,25,28,25,100.0,0,30,100.0,0,0.0,30,58.3
Kyle Larson,1,37,37,1,37,35,-36,29,65,14,48.3,0,9,64.3,0,0.0,14,23.2
