driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Alex Bowman,13,11,1,1,30,7,32,84,52,67,79.8,21,245,89.4,16,5.8,274,118.2
Kyle Larson,2,2,2,1,32,7,46,114,68,77,67.5,13,247,90.1,27,9.9,274,108.9
Ross Chastain,18,3,3,1,18,4,16,82,66,76,92.7,28,274,100.0,83,30.3,274,128.3
Kyle Busch,37,6,4,1,37,10,27,135,108,60,44.4,26,201,73.4,49,17.9,274,106.1
William Byron,14,12,5,1,25,6,23,84,61,78,92.9,13,268,97.8,8,2.9,274,111.2
Aric Almirola,20,18,6,1,34,16,-36,105,141,31,29.5,0,93,33.9,0,0.0,274,78.5
Tyler Reddick,7,9,7,6,36,14,38,131,93,28,21.4,2,140,51.1,0,0.0,274,85.0
Martin Truex Jr,12,7,8,1,35,7,39,109,70,75,68.8,34,247,90.1,1,0.4,274,105.5
Chase Elliott,5,5,9,1,15,8,-13,79,92,66,83.5,3,274,100.0,0,0.0,274,95.3
Christopher Bell,1,4,10,1,34,14,19,106,87,72,67.9,9,190,69.3,32,11.7,274,92.3
Austin Dillon,10,15,11,1,35,20,-55,100,155,28,28.0,2,107,39.1,0,0.0,274,69.8
Kevin Harvick,25,8,12,5,25,12,-6,93,99,57,61.3,2,218,79.6,0,0.0,274,82.8
Kurt Busch,31,28,13,1,34,16,9,116,107,45,38.8,1,159,58.0,4,1.5,274,76.7
Joey Logano,6,13,14,2,28,11,-10,97,107,80,82.5,4,253,92.3,0,0.0,274,88.0
Corey LaJoie,29,23,15,2,36,22,-7,124,131,2,1.6,1,9,3.3,0,0.0,274,59.4
Harrison Burton,19,21,16,12,34,22,-6,116,122,2,1.7,0,2,0.7,0,0.0,274,53.3
Justin Haley,28,26,17,9,34,22,19,118,99,1,0.8,2,4,1.5,0,0.0,274,58.5
Chris Buescher,27,22,18,10,32,20,13,126,113,12,9.5,0,24,8.8,0,0.0,274,60.0
Austin Cindric,3,32,19,2,33,20,-13,102,115,35,34.3,0,84,30.7,0,0.0,274,64.8
Ty Dillon,32,24,20,1,33,24,-25,104,129,6,5.8,0,20,7.3,1,0.4,274,47.0
Ricky Stenhouse Jr,9,14,21,1,31,14,-2,103,105,50,48.5,0,175,63.9,4,1.5,274,71.8
Daniel Hemric,16,27,22,7,36,27,1,68,67,3,4.4,1,10,3.7,0,0.0,274,42.4
Todd Gilliland,30,19,23,13,35,24,-14,134,148,6,4.5,0,5,1.8,0,0.0,274,48.8
Brad Keselowski,15,33,24,1,36,25,-5,66,71,14,21.2,2,51,18.7,3,1.1,273,58.3
Bubba Wallace,17,10,25,7,31,17,-13,106,119,41,38.7,0,141,51.6,0,0.0,273,63.2
Cody Ware,33,25,26,5,35,28,-35,38,73,0,0.0,0,3,1.1,0,0.0,273,38.5
Michael McDowell,22,16,27,1,35,21,0,111,111,25,22.5,0,50,18.3,4,1.5,273,50.2
B.J. McLeod,35,31,28,8,37,32,-6,21,27,0,0.0,0,3,1.1,0,0.0,272,31.5
Josh Bilicki,34,30,29,10,37,31,-27,19,46,0,0.0,0,1,0.4,0,0.0,271,32.7
Garrett Smithley,36,34,30,16,37,34,-3,4,7,0,0.0,0,0,0.0,0,0.0,267,28.7
Erik Jones,23,29,31,7,31,17,56,157,101,62,39.5,3,133,50.4,0,0.0,264,65.9
Denny Hamlin,8,20,32,1,30,11,2,74,72,71,95.9,21,215,98.2,31,14.2,219,101.4
Cole Custer,24,17,33,3,36,28,-34,61,95,9,14.8,0,29,17.0,0,0.0,171,38.2
Greg Biffle,26,1,34,1,34,32,-34,19,53,0,0.0,0,5,3.4,1,0.7,148,31.7
Chase Briscoe,4,35,35,3,36,24,-16,69,85,52,75.4,0,109,80.7,0,0.0,135,55.3
Ryan Blaney,11,36,36,1,20,24,7,47,40,46,97.9,10,103,99.0,10,9.6,104,79.7
Daniel Suarez,21,37,37,13,34,31,10,49,39,12,24.5,0,18,19.6,0,0.0,92,37.3
