Rank,Driver,Wins,Points
1,Kyle Larson,1,113
2,Austin Cindric,1,103
3,Alex Bowman,1,80
4,Martin Truex Jr,0,107
5,Joey Logano,0,104
6,Kyle Busch,0,102
7,Aric Almirola,0,97
8,Chase Elliott,0,88
9,Bubba Wallace,0,78
9,Austin Dillon,0,78
11,Kurt Busch,0,77
11,Brad Keselowski,0,77
13,Ryan Blaney,0,75
14,Chase Briscoe,0,74
14,Erik Jones,0,74
16,Kevin Harvick,0,69
