Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,13,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,274,running,16,50,6
2,2,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,274,running,27,48,0
3,18,1,Ross Chastain,ACM Awards   (Trackhouse Racing),Chevrolet,274,running,83,52,1
4,37,18,Kyle Busch,Ethel M Chocolates   (Joe Gibbs),Toyota,274,running,49,41,0
5,14,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,274,running,8,48,0
6,20,10,Aric Almirola,Mobil 1   (Stewart Haas Racing),Ford,274,running,0,31,0
7,7,8,Tyler Reddick,Bet MGM   (Richard Childress),Chevrolet,274,running,0,30,0
8,12,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,274,running,1,34,0
9,5,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,274,running,0,43,0
10,1,20,Christopher Bell,DeWalt   (Joe Gibbs),Toyota,274,running,32,28,0
11,10,3,Austin Dillon,Breztri   (Richard Childress),Chevrolet,274,running,0,26,0
12,25,4,Kevin Harvick,Rheem / Smurfit Kappa   (Stewart Haas Racing),Ford,274,running,0,28,0
13,31,45,Kurt Busch,Monster Energy   (23XI Racing),Toyota,274,running,4,24,0
14,6,22,Joey Logano,Pennzoil   (Roger Penske),Ford,274,running,0,27,0
15,29,7,Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,274,running,0,22,0
16,19,21,Harrison Burton,Motorcraft / Quick Lane   (Wood Brothers),Ford,274,running,0,21,0
17,28,31,Justin Haley,Leaf Filter Gutter Protection   (Matthew Kaulig),Chevrolet,274,running,0,20,0
18,27,17,Chris Buescher,Wyndham Rewards   (Jack Roush),Ford,274,running,0,19,0
19,3,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,274,running,0,18,0
20,32,42,Ty Dillon,Goettl Air Conditioning   (Petty GMS Motorsports),Chevrolet,274,running,1,17,0
21,9,47,Ricky Stenhouse Jr,Sunny D   (JTG-Daugherty Racing),Chevrolet,274,running,4,16,0
22,16,16,Daniel Hemric,South Point   (Matthew Kaulig),Chevrolet,274,running,0,0,0
23,30,38,Todd Gilliland,Frontline Enterprises   (Bob Jenkins),Ford,274,running,0,14,0
24,15,6,Brad Keselowski,Fastenal   (Jack Roush),Ford,273,running,3,13,0
25,17,23,Bubba Wallace,Dr. Pepper Cream Soda   (23XI Racing),Toyota,273,running,0,13,0
26,33,51,Cody Ware,Nurtec ODT   (Rick Ware),Ford,273,running,0,11,0
27,22,34,Michael McDowell,Stage Front   (Bob Jenkins),Ford,273,running,4,10,0
28,35,78,B.J. McLeod,Filtertime   (B.J. McLeod),Ford,272,running,0,9,0
29,34,77,Josh Bilicki,Zeigler Auto Group   (Spire Motorsports),Chevrolet,271,running,0,0,0
30,36,15,Garrett Smithley,Trophy Tractor   (Rick Ware),Ford,267,running,0,7,0
31,23,43,Erik Jones,Focus Factor   (Petty GMS Motorsports),Chevrolet,264,crash,0,6,0
32,8,11,Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,219,drivetrain,31,14,0
33,24,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,171,engine,0,4,0
34,26,44,Greg Biffle,Florida A&M University   (Johnathan Cohen),Chevrolet,148,fuel pump,1,3,0
35,4,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,135,crash,0,5,0
36,11,12,Ryan Blaney,Menards / Pennzoil   (Roger Penske),Ford,104,crash,10,5,0
37,21,99,Daniel Suarez,CommScope   (Trackhouse Racing),Chevrolet,92,crash,0,1,0
