driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Christopher Bell,3,1,1,1,22,3,9,59,50,53,89.8,30,245,98.4,90,36.1,249,139.0
Brad Keselowski,30,8,2,1,31,10,39,145,106,86,59.3,27,196,78.7,1,0.4,249,100.9
William Byron,2,9,3,1,18,4,16,81,65,65,80.2,24,247,99.2,49,19.7,249,123.2
Tyler Reddick,8,17,4,3,40,22,38,150,112,38,25.3,10,101,40.6,0,0.0,249,83.9
Denny Hamlin,11,6,5,2,34,8,20,116,96,72,62.1,9,234,94.0,0,0.0,249,106.1
Ty Gibbs,1,3,6,1,20,4,-18,72,90,56,77.8,8,246,98.8,74,29.7,249,115.6
Chase Elliott,5,15,7,1,26,10,-25,96,121,53,55.2,4,228,91.6,2,0.8,249,91.9
Ross Chastain,7,2,8,1,26,9,7,99,92,63,63.6,4,235,94.4,10,4.0,249,97.1
Alex Bowman,6,4,9,2,23,7,11,106,95,78,73.6,7,240,96.4,0,0.0,249,105.6
Josh Berry,13,7,10,1,31,11,4,93,89,67,72.0,1,230,92.4,7,2.8,249,87.4
Bubba Wallace,12,5,11,2,24,6,5,101,96,69,68.3,6,237,95.2,0,0.0,249,102.5
Martin Truex Jr,4,11,12,1,26,9,6,81,75,58,71.6,3,231,92.8,8,3.2,249,96.9
Justin Allgaier,10,31,13,4,37,26,-3,164,167,11,6.7,3,30,12.0,0,0.0,249,57.6
Joey Logano,28,23,14,2,38,22,1,135,134,10,7.4,0,27,10.8,0,0.0,249,64.7
Kyle Busch,15,30,15,1,38,22,13,173,160,37,21.4,1,91,36.5,0,0.0,249,72.9
Michael McDowell,9,13,16,1,26,12,-13,100,113,70,70.0,8,212,85.1,6,2.4,249,81.7
Todd Gilliland,35,28,17,3,36,26,9,157,148,4,2.5,2,6,2.4,0,0.0,249,55.3
Daniel Hemric,24,19,18,3,30,18,-4,114,118,26,22.8,1,43,17.3,0,0.0,249,76.4
Erik Jones,34,21,19,8,35,22,10,132,122,0,0.0,0,0,0.0,0,0.0,249,66.3
Austin Cindric,17,22,20,5,36,19,-24,102,126,19,18.6,0,53,21.3,0,0.0,249,65.7
Carson Hocevar,20,18,21,3,36,22,-29,137,166,17,12.4,7,15,6.0,0,0.0,249,56.8
Justin Haley,22,27,22,6,35,22,12,149,137,12,8.1,4,24,9.6,0,0.0,249,60.2
Chris Buescher,39,14,23,2,39,17,49,153,104,33,21.6,15,95,38.2,0,0.0,249,76.3
Daniel Suarez,14,16,24,3,32,13,5,123,118,52,42.3,3,175,70.3,0,0.0,249,74.1
Chase Briscoe,18,24,25,2,35,19,-13,124,137,18,14.5,0,53,21.3,0,0.0,249,66.5
Ryan Preece,31,26,26,1,40,31,7,145,138,0,0.0,0,6,2.4,0,0.0,249,50.5
Austin Dillon,27,32,27,9,35,29,2,142,140,5,3.5,0,8,3.2,0,0.0,249,44.8
Shane Van Gisbergen,36,29,28,1,37,30,-7,147,154,5,3.4,5,8,3.2,2,0.8,249,44.9
Jimmie Johnson,29,34,29,3,37,29,-17,116,133,3,2.6,0,6,2.4,0,0.0,249,43.3
John H. Nemechek,26,20,30,9,37,24,4,121,117,7,5.8,0,14,5.6,0,0.0,249,52.0
Ricky Stenhouse Jr,23,25,31,5,37,27,-7,168,175,10,6.0,1,6,2.4,0,0.0,249,45.6
Harrison Burton,32,33,32,9,39,28,-3,120,123,0,0.0,4,2,0.8,0,0.0,249,48.0
Zane Smith,25,35,33,5,36,30,-30,128,158,8,6.3,0,11,4.4,0,0.0,249,37.0
Kaz Grala,33,37,34,14,40,35,-11,71,82,0,0.0,0,0,0.0,0,0.0,249,30.8
Corey LaJoie,21,36,35,15,40,34,-19,67,86,0,0.0,4,1,0.4,0,0.0,249,31.2
Ty Dillon,38,38,36,5,40,37,-5,59,64,3,5.1,0,3,1.2,0,0.0,247,28.3
B.J. McLeod,37,39,37,27,40,38,2,30,28,0,0.0,0,0,0.0,0,0.0,241,25.2
Noah Gragson,19,10,38,1,30,24,-18,96,114,13,13.5,1,33,19.4,0,0.0,170,69.1
Ryan Blaney,16,12,39,7,37,23,-23,65,88,31,47.7,1,133,93.0,0,0.0,143,80.0
J.J. Yeley,40,40,40,5,40,37,0,48,48,8,16.7,1,10,8.8,0,0.0,114,27.5
