Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,21,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,209,running,79,50,6
2,27,12,Ryan Blaney,Menards / Peak   (Roger Penske),Ford,209,running,4,43,0
3,19,17,Chris Buescher,DeWalt / Fastenal   (Jack Roush),Ford,209,running,0,37,0
4,30,36,David Ragan,Select Blinds   (Rick Ware),Ford,209,running,0,33,0
5,10,4,Kevin Harvick,Busch Light #PIT4BUSCH   (Stewart Haas Racing),Ford,209,running,0,32,0
6,29,14,Clint Bowyer,Rush Truck Centers / Mobil 1   (Stewart Haas Racing),Ford,209,running,0,31,0
7,39,62,Brendan Gaughan,Beard Oil / South Point Hotel & Casino   (Beard Motorsports),Chevrolet,209,running,0,0,0
8,36,32,Corey LaJoie,RagingBull.com   (Archie St. Hilaire),Ford,209,running,1,29,0
9,7,6,Ryan Newman,Koch Industries   (Jack Roush),Ford,209,running,15,28,0
10,8,42,Kyle Larson,Credit One Bank   (Chip Ganassi),Chevrolet,209,running,0,27,0
11,23,38,John H. Nemechek,Citgard   (Bob Jenkins),Ford,209,running,0,26,0
12,13,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,209,running,0,25,0
13,33,16,Justin Haley,Fraternal Order of Eagles   (Matthew Kaulig),Chevrolet,209,running,0,0,0
14,26,34,Michael McDowell,Love's Travel Stops / Speedco   (Bob Jenkins),Ford,209,running,1,23,0
15,11,43,Bubba Wallace,U.S. Air Force   (Richard Petty Motorsports),Chevrolet,209,running,0,22,0
16,34,15,Brennan Poole,Spartan Go / Spartan Mosquito   (Jay Robinson),Chevrolet,209,running,0,21,0
17,25,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,209,running,23,34,1
18,14,20,Erik Jones,DeWalt   (Joe Gibbs),Toyota,208,running,0,19,0
19,16,21,Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,207,running,0,21,0
20,1,47,Ricky Stenhouse Jr,Kroger / Velveeta / Cheerios   (JTG-Daugherty Racing),Chevrolet,206,running,24,29,0
21,17,95,Christopher Bell,Procore   (Leavine Family Racing),Toyota,205,crash,0,16,0
22,5,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,205,running,6,23,0
23,37,51,Joey Gase,EFX Corp. / PageKC.com   (Rick Ware),Chevrolet,203,running,0,0,0
24,2,88,Alex Bowman,Valvoline   (Rick Hendrick),Chevrolet,203,running,3,22,0
25,20,77,Ross Chastain,Advent Health   (Spire Motorsports),Chevrolet,201,crash,0,0,0
26,3,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,200,crash,6,20,0
27,32,66,Timmy Hill,RoofClaim.com / VSI Racing   (Carl Long),Ford,200,crash,0,0,0
28,22,8,Tyler Reddick,Caterpillar   (Richard Childress),Chevrolet,199,crash,0,9,0
29,31,37,Ryan Preece,Cottonelle   (JTG-Daugherty Racing),Chevrolet,198,crash,0,8,0
30,24,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,198,crash,0,8,0
31,40,27,Reed Sorenson,Premium Motorsports   (Jay Robinson),Chevrolet,192,crash,0,6,0
32,15,19,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,186,crash,0,12,0
33,18,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,184,crash,0,4,0
34,28,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,184,engine,14,12,0
35,6,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,184,crash,3,13,0
36,9,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,183,crash,30,1,0
37,12,41,Cole Custer,Haas Automation   (Stewart Haas Racing),Ford,174,rear end,0,1,0
38,38,52,B.J. McLeod,Christensen Arms   (Rick Ware),Ford,105,crash,0,0,0
39,35,00,Quin Houff,Jacob Construction   (StarCom Racing),Chevrolet,89,crash,0,1,0
40,4,24,William Byron,"Axalta ""Color of the Year""   (Rick Hendrick)",Chevrolet,58,crash,0,1,0
