Rank,Driver,Wins,Points
1,Denny Hamlin,1,50
2,Ryan Blaney,0,43
3,Kevin Harvick,0,39
4,Chris Buescher,0,38
5,Ryan Newman,0,36
6,Kyle Larson,0,35
7,Chase Elliott,0,34
8,David Ragan,0,33
9,Aric Almirola,0,32
9,Ricky Stenhouse Jr,0,32
11,Clint Bowyer,0,31
12,Austin Dillon,0,30
12,Joey Logano,0,30
14,Corey LaJoie,0,29
15,Bubba Wallace,0,28
16,John H. Nemechek,0,26
