Rank,Driver,Wins,Points
1,Kyle Larson,3,617
2,Martin Truex Jr,3,527
3,Alex Bowman,2,447
4,Chase Elliott,1,591
5,William Byron,1,564
6,Joey Logano,1,548
7,Kyle Busch,1,520
8,Ryan Blaney,1,509
9,Brad Keselowski,1,473
10,Christopher Bell,1,364
11,Michael McDowell,1,355
12,Denny Hamlin,0,664
13,Kevin Harvick,0,483
14,Austin Dillon,0,436
15,Tyler Reddick,0,398
16,Chris Buescher,0,391
