Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,3,14,Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,367,running,29,57,5
2,17,8,Kyle Busch,Morgan & Morgan   (Richard Childress),Chevrolet,367,running,0,35,0
3,9,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,367,running,1,46,0
4,4,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,367,running,263,53,2
5,22,1,Ross Chastain,Busch Retro   (Trackhouse Racing),Chevrolet,367,running,3,32,0
6,10,17,Chris Buescher,BuildSubmarines.com   (Jack Roush),Ford,367,running,0,32,0
7,14,11,Denny Hamlin,SportClips Haircuts   (Joe Gibbs),Toyota,367,running,21,43,0
8,23,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,367,running,0,29,0
9,19,7,Corey LaJoie,Chili's Catch-a-Rita   (Spire Motorsports),Chevrolet,367,running,0,28,0
10,6,45,Tyler Reddick,Upper Deck   (23XI Racing),Toyota,367,running,1,37,0
11,20,9,Chase Elliott,NAPA Gold Filters   (Rick Hendrick),Chevrolet,367,running,0,26,0
12,30,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,367,running,0,25,0
13,11,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,367,running,0,24,0
14,12,6,Brad Keselowski,Solomon Plumbing   (Jack Roush),Ford,367,running,0,24,0
15,16,3,Austin Dillon,Toys For Tots   (Richard Childress),Chevrolet,367,running,0,22,0
16,1,23,Bubba Wallace,U.S. Air Force   (23XI Racing),Toyota,367,running,37,32,0
17,33,38,Todd Gilliland,LONG JOHN SILVER'S   (Bob Jenkins),Ford,367,running,0,20,0
18,32,99,Daniel Suarez,Freeway Insurance   (Trackhouse Racing),Chevrolet,366,running,0,19,0
19,27,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,366,running,0,18,0
20,13,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,366,running,1,26,0
21,24,21,Harrison Burton,Motorcraft  Quick Lane   (Wood Brothers),Ford,365,running,0,16,0
22,36,47,Ricky Stenhouse Jr,Kroger/Drumstick   (JTG-Daugherty Racing),Chevrolet,365,running,0,15,0
23,26,71,Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,364,running,0,14,0
24,28,43,Erik Jones,Dollar Tree   (Legacy Motor Club),Toyota,364,running,0,13,0
25,18,42,John H. Nemechek,Mobil 1   (Legacy Motor Club),Toyota,364,running,0,12,0
26,34,16,Shane Van Gisbergen,Acceptance Insurance   (Matthew Kaulig),Chevrolet,364,running,4,0,0
27,21,51,Justin Haley,NC Fraternal Order of Police   (Rick Ware),Ford,363,running,0,10,0
28,31,34,Michael McDowell,Colortech   (Bob Jenkins),Ford,363,running,0,9,0
29,25,31,Daniel Hemric,Cirkul   (Matthew Kaulig),Chevrolet,362,running,0,8,0
30,8,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,344,crash,2,17,0
31,15,4,Josh Berry,Overstock.com   (Stewart Haas Racing),Ford,343,crash,5,12,0
32,29,10,Noah Gragson,Bass Pro Shops Winchester   (Stewart Haas Racing),Ford,343,crash,0,5,0
33,2,77,Carson Hocevar,Bon Secours/Swamp Rabbits   (Spire Motorsports),Chevrolet,335,crash,0,4,0
34,35,15,Kaz Grala,MEAT N' BONE   (Rick Ware),Ford,332,running,0,3,0
35,37,66,Timmy Hill,W   (Carl Long),Ford,278,steering,0,0,0
36,5,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,2,crash,0,1,0
37,7,12,Ryan Blaney,MenardsRichmond Water Heaters   (Roger Penske),Ford,2,crash,0,1,0
