driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Chase Briscoe,3,2,1,1,20,3,4,97,93,53,54.6,29,365,99.5,29,7.9,367,127.4
Kyle Busch,17,11,2,1,32,14,15,195,180,82,42.1,15,218,59.4,0,0.0,367,90.5
Christopher Bell,9,3,3,1,14,6,3,90,87,72,80.0,12,367,100.0,1,0.3,367,109.9
Kyle Larson,4,1,4,1,21,2,0,78,78,47,60.3,40,364,99.2,263,71.7,367,140.5
Ross Chastain,22,14,5,1,24,14,3,155,152,58,37.4,6,218,59.4,3,0.8,367,86.8
Chris Buescher,10,10,6,4,26,11,-9,118,127,62,52.5,2,335,91.3,0,0.0,367,89.9
Denny Hamlin,14,5,7,1,23,6,13,139,126,85,61.2,47,348,94.8,21,5.7,367,107.1
Joey Logano,23,19,8,5,31,14,0,154,154,50,32.5,0,210,57.2,0,0.0,367,83.3
Corey LaJoie,19,17,9,5,31,21,-7,154,161,14,9.1,3,35,9.5,0,0.0,367,67.2
Tyler Reddick,6,6,10,1,20,6,-9,98,107,68,69.4,9,355,96.7,1,0.3,367,106.0
Chase Elliott,20,23,11,2,31,20,-2,142,144,29,20.4,5,65,17.7,0,0.0,367,70.4
Ryan Preece,30,12,12,4,33,16,20,155,135,35,22.6,1,190,51.8,0,0.0,367,79.7
Austin Cindric,11,27,13,11,34,25,-11,85,96,12,14.1,0,55,15.0,0,0.0,367,63.0
Brad Keselowski,12,24,14,6,27,12,-9,158,167,63,39.9,2,319,86.9,0,0.0,367,83.8
Austin Dillon,16,20,15,2,27,17,1,139,138,56,40.3,2,188,51.2,0,0.0,367,76.1
Bubba Wallace,1,8,16,1,19,7,-10,92,102,60,65.2,5,342,93.2,37,10.1,367,94.7
Todd Gilliland,33,13,17,3,33,17,16,143,127,35,24.5,5,169,46.0,0,0.0,367,72.3
Daniel Suarez,32,18,18,8,33,21,17,150,133,17,11.3,1,63,17.2,0,0.0,366,55.7
Alex Bowman,27,21,19,12,30,22,3,142,139,6,4.2,1,8,2.2,0,0.0,366,53.4
Ty Gibbs,13,7,20,1,20,8,-2,99,101,66,66.7,5,347,94.8,1,0.3,366,82.3
Harrison Burton,24,25,21,4,33,25,1,145,144,8,5.5,4,4,1.1,0,0.0,365,53.7
Ricky Stenhouse Jr,36,30,22,22,36,29,-2,86,88,0,0.0,2,0,0.0,0,0.0,365,40.6
Zane Smith,26,26,23,19,34,28,5,114,109,0,0.0,1,0,0.0,0,0.0,364,44.1
Erik Jones,28,15,24,3,31,21,-5,143,148,16,11.2,17,45,12.4,0,0.0,364,67.8
John H. Nemechek,18,29,25,5,32,28,-13,118,131,6,5.1,6,10,2.7,0,0.0,364,47.7
Shane Van Gisbergen,34,31,26,1,36,28,1,109,108,8,7.3,10,19,5.2,4,1.1,364,43.8
Justin Haley,21,33,27,3,35,31,-12,72,84,7,9.7,22,5,1.4,0,0.0,363,46.4
Michael McDowell,31,32,28,17,34,27,-6,111,117,0,0.0,27,0,0.0,0,0.0,363,42.2
Daniel Hemric,25,28,29,10,33,30,-10,124,134,4,3.2,9,1,0.3,0,0.0,362,37.3
William Byron,8,4,30,1,20,7,0,95,95,67,70.5,7,340,98.8,2,0.6,344,92.7
Josh Berry,15,9,31,1,25,10,7,143,136,76,53.1,16,322,93.9,5,1.5,343,81.2
Noah Gragson,29,22,32,6,34,20,19,176,157,28,15.9,1,51,14.9,0,0.0,343,54.7
Carson Hocevar,2,16,33,2,26,17,-16,118,134,37,31.4,5,138,41.2,0,0.0,335,60.3
Kaz Grala,35,35,34,29,36,34,-4,28,32,0,0.0,2,0,0.0,0,0.0,332,30.1
Timmy Hill,37,34,35,4,37,34,0,44,44,6,13.6,0,5,1.8,0,0.0,278,27.2
Martin Truex Jr,5,36,36,5,36,36,-1,1,2,1,100.0,0,2,100.0,0,0.0,2,25.3
Ryan Blaney,7,37,37,7,9,37,0,3,3,3,100.0,0,2,100.0,0,0.0,2,23.3
