Leader,From Lap,To Lap,# Of Laps
Kyle Busch,1,6,6
Chase Elliott,7,23,17
Kurt Busch,24,25,2
Chase Elliott,26,61,36
Ryan Blaney,62,77,16
Brad Keselowski,78,78,1
Kevin Harvick,79,130,52
Denny Hamlin,131,131,1
Kevin Harvick,132,145,14
Brad Keselowski,146,197,52
Ryan Blaney,198,245,48
Aric Almirola,246,250,5
Ross Chastain,251,253,3
Matt DiBenedetto,254,273,20
Aric Almirola,274,293,20
