Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,22,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,293,running,25,46,5
2,9,20,Christopher Bell,Rheem / Watts   (Joe Gibbs),Toyota,293,running,0,40,0
3,11,2,Brad Keselowski,eCascadia   (Roger Penske),Ford,293,running,53,53,1
4,15,22,Joey Logano,Auto Trader   (Roger Penske),Ford,293,running,0,33,0
5,7,12,Ryan Blaney,Menards / Tarkett   (Roger Penske),Ford,293,running,64,50,1
6,12,4,Kevin Harvick,Busch Light Apple   (Stewart Haas Racing),Ford,293,running,66,47,0
7,10,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,293,running,0,35,0
8,20,42,Ross Chastain,Clover   (Chip Ganassi),Chevrolet,293,running,3,34,0
9,5,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,293,running,0,3,0
10,6,11,Denny Hamlin,FedEx Office   (Joe Gibbs),Toyota,293,running,1,38,0
11,14,21,Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,293,running,20,28,0
12,2,19,Martin Truex Jr,Resers Fine Foods #LetsPicnic   (Joe Gibbs),Toyota,293,running,0,25,0
13,8,8,Tyler Reddick,CAT #WeDigLandscaping   (Richard Childress),Chevrolet,293,running,0,33,0
14,21,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,293,running,0,23,0
15,29,47,Ricky Stenhouse Jr,Kroger / Dawn   (JTG-Daugherty Racing),Chevrolet,293,running,0,22,0
16,4,1,Kurt Busch,Chevy Accessories   (Chip Ganassi),Chevrolet,292,running,2,22,0
17,13,3,Austin Dillon,Chevrolet   (Richard Childress),Chevrolet,292,running,0,20,0
18,3,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,292,running,53,7,0
19,24,43,Erik Jones,Medallion Bank   (Richard Petty Motorsports),Chevrolet,292,running,0,18,0
20,31,99,Daniel Suarez,Good Sam   (Trackhouse Racing),Chevrolet,292,running,0,17,0
21,16,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,292,running,0,16,0
22,25,37,Ryan Preece,Healthy Choice Power Bowls   (JTG-Daugherty Racing),Chevrolet,292,running,0,15,0
23,26,7,Corey LaJoie,Nations Guard   (Spire Motorsports),Chevrolet,292,running,0,14,0
24,28,6,Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,292,running,0,13,0
25,23,34,Michael McDowell,Horizon Hobby   (Bob Jenkins),Ford,292,running,0,12,0
26,18,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,292,running,0,11,0
27,19,14,Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,291,running,0,10,0
28,30,77,Justin Haley,Diamond Creek Water   (Spire Motorsports),Chevrolet,291,running,0,0,0
29,17,17,Chris Buescher,Fastenal   (Jack Roush),Ford,290,running,0,8,0
30,32,78,B.J. McLeod,Motorsport Games   (B.J. McLeod),Ford,288,running,0,0,0
31,34,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,285,running,0,0,0
32,27,38,Anthony Alfredo,Dude Wipes   (Bob Jenkins),Ford,285,running,0,5,0
33,33,53,Garrett Smithley,Clubhouse Media Group   (Rick Ware),Chevrolet,283,running,0,0,0
34,35,52,Josh Bilicki,Rich Mar Florist / Mayhew Tools   (Rick Ware),Ford,280,running,0,3,0
35,36,00,Quin Houff,Permatex   (StarCom Racing),Chevrolet,187,crash,0,2,0
36,37,15,James Davison,Project 44   (Rick Ware),Chevrolet,40,clutch,0,1,0
37,1,18,Kyle Busch,Interstate Batteries   (Joe Gibbs),Toyota,8,crash,6,1,0
