Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,5,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,201,running,10,41,5
2,11,45,Tyler Reddick,Nasty Beast   (23XI Racing),Toyota,201,running,0,38,0
3,40,84,Jimmie Johnson,Carvana   (Legacy Motor Club),Toyota,201,running,0,34,0
4,1,19,Chase Briscoe,Bass Pro Shops   (Joe Gibbs),Toyota,201,running,4,33,0
5,18,42,John H. Nemechek,Dollar Tree   (Legacy Motor Club),Toyota,201,running,0,32,0
6,38,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,201,running,11,42,0
7,16,12,Ryan Blaney,MenardsPEAK   (Roger Penske),Ford,201,running,23,48,1
8,2,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,201,running,59,38,0
9,19,40,Justin Allgaier,Traveller Whiskey   (JR Motorsports),Chevrolet,201,running,0,0,0
10,6,17,Chris Buescher,Fastenal   (Jack Roush),Ford,201,running,0,32,0
11,25,71,Michael McDowell,Go Bowling   (Spire Motorsports),Chevrolet,201,running,4,27,0
12,4,43,Erik Jones,AdventHealth   (Legacy Motor Club),Toyota,201,running,0,31,0
13,36,99,Daniel Suarez,Freeway Insurance   (Trackhouse Racing),Chevrolet,201,running,0,29,0
14,7,10,Ty Dillon,Grizzly Nicotine Pouches   (Matthew Kaulig),Chevrolet,201,running,3,23,0
15,17,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,201,running,2,30,0
16,23,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,201,running,0,21,0
17,24,35,Riley Herbst,Monster Energy Zero Sugar   (23XI Racing),Toyota,201,running,0,20,0
18,31,47,Ricky Stenhouse Jr,SunnyD   (HYAK Motorsports),Chevrolet,201,running,0,26,0
19,35,7,Justin Haley,Chili's Ride the 'Dente   (Spire Motorsports),Chevrolet,201,running,0,18,0
20,22,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,201,running,0,17,0
21,30,41,Cole Custer,HaasTooling.com   (Gene Haas),Ford,201,running,0,16,0
22,12,01,Corey LaJoie,Take 5 Oil Change/DuraMax   (Rick Ware),Ford,201,running,10,15,0
23,15,3,Austin Dillon,Bass Pro Shops/Winchester   (Richard Childress),Chevrolet,201,running,0,14,0
24,8,11,Denny Hamlin,National Debt Relief   (Joe Gibbs),Toyota,201,running,6,13,0
25,28,51,Cody Ware,Parts Plus-Jacob Construction   (Rick Ware),Ford,200,crash,0,12,0
26,34,6,Brad Keselowski,Kroger/Cottonelle   (Jack Roush),Ford,200,running,0,20,0
27,14,34,Todd Gilliland,Love's Travel Stops   (Bob Jenkins),Ford,199,running,0,16,0
28,32,4,Noah Gragson,Rush Truck Centers   (Bob Jenkins),Ford,198,running,2,9,0
29,3,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,197,crash,18,10,0
30,33,77,Carson Hocevar,Zeigler Auto Group   (Spire Motorsports),Chevrolet,196,fuel pressure,1,7,0
31,20,20,Christopher Bell,DEWALT - Interstate Batteries   (Joe Gibbs),Toyota,195,crash,0,12,0
32,27,60,Ryan Preece,BuildSubmarines.com   (Jack Roush),Ford,195,crash,6,5,0
33,26,88,Shane Van Gisbergen,WeatherTech   (Trackhouse Racing),Chevrolet,193,running,0,4,0
34,21,8,Kyle Busch,Zone   (Richard Childress),Chevrolet,186,crash,0,4,0
35,10,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,185,crash,43,15,1
36,37,38,Zane Smith,Speedy Cash   (Bob Jenkins),Ford,108,crash,0,1,0
37,29,21,Josh Berry,Motorcraft  Quick Lane   (Wood Brothers),Ford,105,crash,0,1,0
38,39,56,Martin Truex Jr,Bass Pro Shops/Tracker Boats,Toyota,71,crash,0,1,0
39,41,91,Helio Castroneves,Wendy's   (Trackhouse Racing),Chevrolet,70,crash,0,0,0
40,9,1,Ross Chastain,Busch Light   (Trackhouse Racing),Chevrolet,70,crash,0,1,0
41,13,16,A.J. Allmendinger,Celsius   (Matthew Kaulig),Chevrolet,42,engine,0,1,0
