driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
William Byron,5,22,1,1,30,11,-7,503,510,311,61.8,1,149,74.1,10,5.0,201,103.1
Tyler Reddick,11,16,2,2,32,14,-7,572,579,443,77.4,3,145,72.1,0,0.0,201,90.5
Jimmie Johnson,40,34,3,2,40,28,-13,250,263,119,47.6,6,41,20.4,0,0.0,201,67.0
Chase Briscoe,1,23,4,1,35,17,-23,530,553,287,54.2,3,100,49.8,4,2.0,201,82.5
John H. Nemechek,18,15,5,2,39,20,10,440,430,213,48.4,3,75,37.3,0,0.0,201,77.7
Alex Bowman,38,3,6,1,41,15,28,554,526,285,51.4,2,121,60.2,11,5.5,201,82.5
Ryan Blaney,16,10,7,1,32,9,8,428,420,286,66.8,2,147,73.1,22,10.9,201,110.5
Austin Cindric,2,4,8,1,30,6,-23,429,452,335,78.1,0,178,88.6,59,29.4,201,105.8
Justin Allgaier,19,29,9,3,34,22,52,569,517,74,13.0,4,24,11.9,0,0.0,201,74.8
Chris Buescher,6,6,10,2,33,15,-21,581,602,349,60.1,2,128,63.7,0,0.0,201,82.7
Michael McDowell,25,5,11,1,41,23,-12,382,394,109,28.5,12,43,21.4,4,2.0,201,68.8
Erik Jones,4,30,12,2,32,17,23,538,515,233,43.3,3,109,54.2,0,0.0,201,77.3
Daniel Suarez,36,13,13,3,41,21,12,436,424,205,47.0,11,83,41.3,0,0.0,201,75.7
Ty Dillon,7,11,14,1,38,22,-42,291,333,155,53.3,2,63,31.3,3,1.5,201,61.1
Chase Elliott,17,7,15,1,33,10,5,552,547,367,66.5,2,147,73.1,2,1.0,201,94.1
Ty Gibbs,23,28,16,4,32,21,2,591,589,70,11.8,3,28,13.9,0,0.0,201,63.0
Riley Herbst,24,25,17,1,39,19,2,513,511,184,35.9,3,85,42.3,0,0.0,201,78.2
Ricky Stenhouse Jr,31,20,18,2,41,18,40,479,439,190,39.7,7,83,41.3,0,0.0,201,69.9
Justin Haley,35,32,19,3,41,31,-22,144,166,19,13.2,8,11,5.5,0,0.0,201,50.6
Kyle Larson,22,14,20,3,33,18,-15,601,616,234,38.9,1,85,42.3,0,0.0,201,69.1
Cole Custer,30,17,21,1,37,21,9,531,522,164,30.9,0,53,26.4,0,0.0,201,62.0
Corey LaJoie,12,12,22,1,34,17,-23,420,443,232,55.2,4,101,50.2,10,5.0,201,69.9
Austin Dillon,15,19,23,1,33,14,-30,478,508,312,65.3,2,117,58.2,0,0.0,201,75.6
Denny Hamlin,8,24,24,1,38,19,-25,421,446,136,32.3,1,68,33.8,6,3.0,201,60.8
Cody Ware,28,31,25,3,40,30,-21,180,201,8,4.4,7,6,3.0,0,0.0,200,49.9
Brad Keselowski,34,27,26,2,41,21,0,505,505,67,13.3,7,45,22.5,0,0.0,200,69.1
Todd Gilliland,14,8,27,1,37,17,-1,571,572,247,43.3,2,95,47.7,0,0.0,199,68.4
Noah Gragson,32,2,28,1,40,23,-2,325,327,132,40.6,12,54,27.3,2,1.0,198,60.9
Bubba Wallace,3,21,29,1,29,11,-20,522,542,292,55.9,0,141,71.6,18,9.1,197,86.9
Carson Hocevar,33,33,30,1,41,33,-11,75,86,0,0.0,11,3,1.5,1,0.5,196,54.6
Christopher Bell,20,9,31,1,40,16,36,487,451,226,46.4,2,101,51.8,0,0.0,195,83.2
Ryan Preece,27,1,32,1,41,22,6,505,499,117,23.2,8,49,25.1,6,3.1,195,64.6
Shane Van Gisbergen,26,35,33,2,36,29,13,183,170,96,52.5,0,30,15.5,0,0.0,193,48.2
Kyle Busch,21,26,34,1,35,15,20,470,450,240,51.1,3,118,63.4,0,0.0,186,82.7
Joey Logano,10,18,35,1,35,16,42,370,328,139,37.6,5,106,57.3,43,23.2,185,79.2
Zane Smith,37,40,36,2,40,34,12,194,182,6,3.1,0,7,6.5,0,0.0,108,37.8
Josh Berry,29,36,37,15,39,33,-10,184,194,4,2.2,0,1,1.0,0,0.0,105,33.8
Martin Truex Jr,39,37,38,17,40,34,6,175,169,0,0.0,1,0,0.0,0,0.0,71,30.8
Helio Castroneves,41,38,39,14,41,35,5,122,117,4,3.3,1,3,4.3,0,0.0,70,29.3
Ross Chastain,9,39,40,2,35,31,-12,184,196,91,49.5,0,38,54.3,0,0.0,70,60.0
A.J. Allmendinger,13,41,41,1,41,35,-28,104,132,95,91.3,1,34,81.0,0,0.0,42,45.3
