Leader,From Lap,To Lap,# Of Laps
Joey Logano,1,87,87
Cole Custer,88,90,3
Joey Logano,91,158,68
Ryan Blaney,159,187,29
Joey Logano,188,188,1
Ryan Blaney,189,251,63
A.J. Allmendinger,252,252,1
Alex Bowman,253,253,1
Ryan Blaney,254,270,17
Joey Logano,271,271,1
Chase Briscoe,272,282,11
Joey Logano,283,312,30
