driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Joey Logano,1,1,1,1,7,2,5,21,16,16,76.2,40,312,100.0,187,59.9,312,143.8
Ryan Blaney,2,2,2,1,9,2,9,31,22,25,80.6,58,312,100.0,109,34.9,312,128.3
Ross Chastain,25,7,3,3,25,9,12,57,45,36,63.2,15,292,93.6,0,0.0,312,98.0
Chase Briscoe,3,5,4,1,16,4,-4,42,46,31,73.8,26,311,99.7,11,3.5,312,115.0
Kevin Harvick,7,6,5,3,13,6,4,50,46,43,86.0,16,312,100.0,0,0.0,312,106.9
William Byron,8,24,6,2,29,8,1,67,66,43,64.2,23,288,92.3,0,0.0,312,108.1
Kyle Busch,22,16,7,6,26,14,13,88,75,34,38.6,4,170,54.5,0,0.0,312,84.3
Denny Hamlin,21,10,8,7,25,13,15,79,64,36,45.6,0,223,71.5,0,0.0,312,84.7
Kyle Larson,4,4,9,2,19,6,-4,52,56,41,78.8,7,310,99.4,0,0.0,312,102.6
Christopher Bell,17,8,10,5,18,10,22,70,48,48,68.6,13,299,95.8,0,0.0,312,92.8
Austin Cindric,14,11,11,3,16,11,1,66,65,55,83.3,4,309,99.0,0,0.0,312,85.1
A.J. Allmendinger,16,14,12,1,29,16,6,100,94,43,43.0,17,180,57.7,1,0.3,312,81.7
Austin Dillon,15,15,13,11,28,18,-15,93,108,13,14.0,0,74,23.7,0,0.0,312,67.2
Erik Jones,30,12,14,1,30,15,2,79,77,32,40.5,0,201,64.4,0,0.0,312,76.3
Martin Truex Jr,12,3,15,3,22,7,18,55,37,36,65.5,13,275,88.1,0,0.0,312,96.8
Cole Custer,9,29,16,1,29,19,-25,68,93,22,32.4,3,98,31.4,3,1.0,312,70.5
Daniel Hemric,10,18,17,9,35,20,5,98,93,14,14.3,0,25,8.0,0,0.0,312,60.5
Corey LaJoie,27,30,18,2,32,26,2,66,64,6,9.1,5,4,1.3,0,0.0,312,54.5
Harrison Burton,6,19,19,5,28,18,-13,76,89,12,15.8,0,67,21.5,0,0.0,312,62.8
Aric Almirola,13,13,20,13,28,16,-5,61,66,30,49.2,1,222,71.2,0,0.0,312,67.2
Chris Buescher,19,25,21,19,30,25,0,42,42,0,0.0,1,0,0.0,0,0.0,312,51.6
Bubba Wallace,23,17,22,12,28,20,5,91,86,7,7.7,0,1,0.3,0,0.0,311,54.8
Tyler Reddick,11,9,23,8,28,15,8,74,66,35,47.3,0,187,60.1,0,0.0,311,67.8
Daniel Suarez,28,20,24,15,28,23,-10,72,82,2,2.8,0,0,0.0,0,0.0,311,50.5
Michael McDowell,20,22,25,16,30,26,-12,68,80,0,0.0,0,0,0.0,0,0.0,311,44.0
Ty Dillon,32,26,26,23,32,28,-5,58,63,0,0.0,0,0,0.0,0,0.0,311,40.0
Justin Haley,26,23,27,22,30,27,-12,47,59,0,0.0,0,0,0.0,0,0.0,311,40.8
Chase Elliott,5,27,28,4,31,17,-12,41,53,24,58.5,8,173,55.8,0,0.0,310,76.5
Todd Gilliland,31,31,29,26,34,31,-3,18,21,0,0.0,0,0,0.0,0,0.0,309,33.7
Cody Ware,34,32,30,29,34,32,-5,13,18,0,0.0,0,0,0.0,0,0.0,308,31.7
B.J. McLeod,33,33,31,31,36,33,3,14,11,0,0.0,0,0,0.0,0,0.0,307,28.7
Ricky Stenhouse Jr,29,34,32,24,34,32,2,28,26,0,0.0,0,0,0.0,0,0.0,307,32.5
Garrett Smithley,35,35,33,33,36,35,0,5,5,0,0.0,0,0,0.0,0,0.0,304,25.5
Alex Bowman,24,28,34,1,34,21,4,108,104,9,8.3,11,27,8.9,1,0.3,304,55.8
Brad Keselowski,18,21,35,14,30,25,-13,58,71,3,5.2,0,8,3.0,0,0.0,270,43.7
Landon Cassill,36,36,36,30,36,35,4,9,5,0,0.0,0,0,0.0,0,0.0,84,28.0
