Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,1,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,312,running,187,40,6
2,2,12,Ryan Blaney,Menards  Dutch Boy   (Roger Penske),Ford,312,running,109,54,1
3,25,1,Ross Chastain,Worldwide Express/AdventHealth   (Trackhouse Racing),Chevrolet,312,running,0,34,0
4,3,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,312,running,11,48,0
5,7,4,Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,312,running,0,41,0
6,8,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,312,running,0,39,0
7,22,18,Kyle Busch,M&M's Thank You Fans!   (Joe Gibbs),Toyota,312,running,0,30,0
8,21,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,312,running,0,29,0
9,4,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,312,running,0,38,0
10,17,20,Christopher Bell,DEWALT   (Joe Gibbs),Toyota,312,running,0,27,0
11,14,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,312,running,0,28,0
12,16,16,A.J. Allmendinger,Celsius   (Matthew Kaulig),Chevrolet,312,running,1,0,0
13,15,3,Austin Dillon,Get Bioethanol   (Richard Childress),Chevrolet,312,running,0,24,0
14,30,43,Erik Jones,FOCUSfactor   (Petty GMS Motorsports),Chevrolet,312,running,0,23,0
15,12,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,312,running,0,36,0
16,9,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,312,running,3,21,0
17,10,23,Daniel Hemric,Monster Energy   (23XI Racing),Toyota,312,running,0,0,0
18,27,7,Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,312,running,0,19,0
19,6,21,Harrison Burton,Motorcraft  Quick Lane   (Wood Brothers),Ford,312,running,0,18,0
20,13,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,312,running,0,17,0
21,19,17,Chris Buescher,Fastenal   (Jack Roush),Ford,312,running,0,16,0
22,23,45,Bubba Wallace,McDonald's   (23XI Racing),Toyota,311,running,0,15,0
23,11,8,Tyler Reddick,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,311,running,0,18,0
24,28,99,Daniel Suarez,Freeway Insurance / CommScope   (Trackhouse Racing),Chevrolet,311,running,0,13,0
25,20,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,311,running,0,12,0
26,32,42,Ty Dillon,Black Rifle Coffee Company   (Petty GMS Motorsports),Chevrolet,311,running,0,11,0
27,26,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,311,running,0,10,0
28,5,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,310,running,0,9,0
29,31,38,Todd Gilliland,Boot Barn   (Bob Jenkins),Ford,309,running,0,8,0
30,34,51,Cody Ware,Nurtec ODT (Rimegepant)   (Rick Ware),Ford,308,running,0,7,0
31,33,78,B.J. McLeod,Pala Casino   (B.J. McLeod),Ford,307,running,0,0,0
32,29,47,Ricky Stenhouse Jr,Fry's/ Nature Valley   (JTG-Daugherty Racing),Chevrolet,307,running,0,5,0
33,35,15,Garrett Smithley,Jacob Companies   (Rick Ware),Ford,304,running,0,0,0
34,24,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,304,running,1,3,0
35,18,6,Brad Keselowski,Kohler Generators   (Jack Roush),Ford,270,electrical,0,2,0
36,36,77,Landon Cassill,Mutoh/General Formulations   (Spire Motorsports),Chevrolet,84,crash,0,0,0
