Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,1,5,Kyle Larson,MetroTech   (Rick Hendrick),Chevrolet,400,running,327,70,8
2,3,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,400,running,22,60,0
3,20,18,Kyle Busch,"M&M's Red, White & Blue   (Joe Gibbs)",Toyota,400,running,1,54,0
4,4,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,400,running,19,58,0
5,7,48,Alex Bowman,Ally Patriotic   (Rick Hendrick),Chevrolet,400,running,5,43,0
6,6,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,400,running,1,41,0
7,14,11,Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,400,running,3,36,0
8,27,17,Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,400,running,0,32,0
9,15,8,Tyler Reddick,Alsco Uniforms   (Richard Childress),Chevrolet,400,running,6,42,0
10,5,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,400,running,0,40,0
11,13,2,Brad Keselowski,Keystone Light   (Roger Penske),Ford,400,running,6,26,0
12,2,47,Ricky Stenhouse Jr,Cottonelle   (JTG-Daugherty Racing),Chevrolet,400,running,0,27,0
13,11,12,Ryan Blaney,Body Armor Edge   (Roger Penske),Ford,400,running,2,24,0
14,18,23,Bubba Wallace,Door Dash   (23XI Racing),Toyota,400,running,0,25,0
15,9,99,Daniel Suarez,Camping World   (Trackhouse Racing),Chevrolet,398,running,0,22,0
16,19,43,Erik Jones,Petty's Garage   (Richard Petty Motorsports),Chevrolet,398,running,0,21,0
17,16,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,398,running,0,20,0
18,22,21,Matt DiBenedetto,Menards / Masterforce Tools   (Wood Brothers),Ford,398,running,2,19,0
19,26,7,Corey LaJoie,Diamond Creek Water   (Spire Motorsports),Chevrolet,398,running,0,18,0
20,24,34,Michael McDowell,Fr8 Auctions   (Bob Jenkins),Ford,398,running,0,17,0
21,23,41,Cole Custer,Feeding America / Wow Wow   (Stewart Haas Racing),Ford,397,running,0,16,0
22,31,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,397,running,0,15,0
23,21,14,Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,397,running,0,14,0
24,17,20,Christopher Bell,The Memorial Day Toyota   (Joe Gibbs),Toyota,397,running,3,13,0
25,29,38,Anthony Alfredo,Death Wish Coffee   (Bob Jenkins),Ford,397,running,3,12,0
26,28,37,Ryan Preece,Kroger / Coca-Cola   (JTG-Daugherty Racing),Chevrolet,397,running,0,11,0
27,25,6,Ryan Newman,Kohler Generators   (Jack Roush),Ford,396,running,0,10,0
28,30,77,Justin Haley,Walmart   (Spire Motorsports),Chevrolet,395,running,0,0,0
29,8,19,Martin Truex Jr,Bass Pro Shops Red White & Blue   (Joe Gibbs),Toyota,391,running,0,12,0
30,34,53,Cody Ware,U.S. Marines Military Salutes   (Rick Ware),Chevrolet,389,running,0,0,0
31,33,78,B.J. McLeod,Solomon Plumbing / DA-Quick Clip   (B.J. McLeod),Ford,389,running,0,0,0
32,32,00,Quin Houff,8 Ball Chocolate Whiskey   (StarCom Racing),Chevrolet,389,running,0,5,0
33,35,15,James Davison,Navy Military Salutes   (Rick Ware),Chevrolet,388,running,0,4,0
34,36,51,Garrett Smithley,Air Force Military Salutes   (Rick Ware),Chevrolet,387,running,0,0,0
35,37,52,Josh Bilicki,U.S. Army Military Salutes   (Rick Ware),Ford,382,running,0,2,0
36,38,66,David Starr,Richardson Service   (Carl Long),Toyota,369,running,0,0,0
37,10,42,Ross Chastain,Advent Health   (Chip Ganassi),Chevrolet,359,running,0,1,0
38,12,1,Kurt Busch,Gear Wrench   (Chip Ganassi),Chevrolet,139,engine,0,1,0
