driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Bubba Wallace,6,10,1,1,32,6,20,98,78,66,67.3,17,246,92.1,58,21.7,267,125.9
Denny Hamlin,25,16,2,2,33,12,40,147,107,62,42.2,12,180,67.4,0,0.0,267,100.3
Christopher Bell,4,7,3,1,16,4,6,53,47,43,81.1,17,266,99.6,12,4.5,267,119.7
Alex Bowman,3,1,4,1,25,4,5,55,50,39,70.9,34,259,97.0,107,40.1,267,128.2
Martin Truex Jr,12,14,5,1,32,11,64,137,73,66,48.2,22,209,78.3,24,9.0,267,99.4
William Byron,9,3,6,1,24,7,-13,68,81,56,82.4,7,253,94.8,9,3.4,267,102.2
Ross Chastain,5,12,7,3,23,8,-2,92,94,71,77.2,1,261,97.8,0,0.0,267,97.1
Kyle Larson,7,9,8,2,25,9,-5,100,105,89,89.0,7,261,97.8,0,0.0,267,96.1
Ryan Blaney,17,8,9,1,33,10,34,111,77,67,60.4,8,227,85.0,2,0.7,267,95.7
Daniel Suarez,15,21,10,1,29,14,3,103,100,54,52.4,20,169,63.3,8,3.0,267,84.3
Chase Elliott,22,4,11,3,31,12,5,104,99,62,59.6,3,211,79.0,0,0.0,267,83.4
Austin Cindric,8,6,12,4,29,11,-12,90,102,68,75.6,3,240,89.9,0,0.0,267,83.6
Chase Briscoe,13,5,13,2,34,16,5,115,110,56,48.7,2,156,58.4,0,0.0,267,74.8
Austin Dillon,11,23,14,1,31,17,-26,81,107,41,50.6,0,102,38.2,3,1.1,267,70.2
Chris Buescher,10,20,15,7,35,19,-19,68,87,26,38.2,1,125,46.8,0,0.0,267,73.9
Michael McDowell,23,15,16,1,27,17,-7,112,119,24,21.4,0,85,31.8,1,0.4,267,64.8
Joey Logano,2,2,17,1,21,8,-18,83,101,63,75.9,9,225,84.6,2,0.8,266,90.3
Noah Gragson,28,25,18,4,34,23,-9,104,113,8,7.7,0,10,3.8,0,0.0,266,49.8
Justin Haley,27,11,19,9,32,17,8,135,127,37,27.4,2,109,41.0,0,0.0,266,63.2
Ty Dillon,21,18,20,3,33,23,-1,117,118,12,10.3,0,13,4.9,0,0.0,266,51.8
Aric Almirola,36,24,21,1,36,23,43,124,81,1,0.8,6,13,4.9,3,1.1,266,49.3
Cole Custer,29,19,22,11,30,21,-20,97,117,7,7.2,2,17,6.4,0,0.0,266,52.7
Todd Gilliland,32,26,23,9,34,26,-23,70,93,4,5.7,0,5,1.9,0,0.0,266,40.2
Landon Cassill,31,27,24,4,34,26,-4,73,77,9,12.3,0,15,5.6,0,0.0,266,40.3
Brad Keselowski,26,17,25,10,30,22,-13,113,126,8,7.1,3,44,16.5,0,0.0,266,56.9
Kyle Busch,20,13,26,3,30,19,28,129,101,48,37.2,5,93,35.1,0,0.0,265,58.1
Cody Ware,30,28,27,2,34,27,-34,57,91,6,10.5,0,11,4.2,0,0.0,265,35.8
J.J. Yeley,33,29,28,5,36,29,-7,43,50,0,0.0,0,6,2.3,0,0.0,264,32.5
Erik Jones,24,22,29,10,31,23,-22,104,126,11,10.6,0,16,6.1,0,0.0,264,44.3
Ricky Stenhouse Jr,35,31,30,1,35,23,31,72,41,27,37.5,15,67,25.6,0,0.0,262,68.4
B.J. McLeod,34,30,31,3,36,31,-2,5,7,0,0.0,0,6,2.3,0,0.0,262,28.8
Harrison Burton,18,32,32,17,33,29,-28,57,85,0,0.0,0,0,0.0,0,0.0,115,31.3
Corey LaJoie,19,33,33,11,33,29,-10,49,59,0,0.0,0,3,2.6,0,0.0,114,32.5
Ty Gibbs,16,34,34,12,33,29,-21,43,64,7,16.3,0,6,6.7,0,0.0,90,42.3
Tyler Reddick,1,35,35,1,33,27,-1,6,7,6,100.0,17,65,97.0,38,56.7,67,94.2
Kevin Harvick,14,36,36,3,21,33,4,14,10,12,85.7,0,31,93.9,0,0.0,33,37.7
