Leader,From Lap,To Lap,# Of Laps
Joey Logano,1,2,2
Alex Bowman,3,27,25
Tyler Reddick,28,65,38
Ryan Blaney,66,67,2
Alex Bowman,68,68,1
Austin Dillon,69,71,3
Christopher Bell,72,83,12
Aric Almirola,84,86,3
Michael McDowell,87,87,1
"Martin Truex, Jr.",88,111,24
William Byron,112,120,9
Alex Bowman,121,199,79
Bubba Wallace,200,214,15
Alex Bowman,215,216,2
Daniel Suarez,217,224,8
Bubba Wallace,225,267,43
