Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,13,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,316,running,60,52,5
2,2,4,Kevin Harvick,Jimmy John's Freaky Fast Rewards   (Stewart Haas Racing),Ford,316,running,67,54,1
3,10,18,Kyle Busch,Sport Clips   (Joe Gibbs),Toyota,316,running,0,46,0
4,4,42,Kyle Larson,McDonald's   (Chip Ganassi),Chevrolet,316,running,2,35,0
5,18,14,Clint Bowyer,Mobil 1 / Haas CNC   (Stewart Haas Racing),Ford,316,running,0,35,0
6,7,1,Kurt Busch,Gear Wrench   (Chip Ganassi),Chevrolet,316,running,0,31,0
7,1,9,Chase Elliott,Unifirst   (Rick Hendrick),Chevrolet,316,running,93,39,0
8,6,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,316,running,0,37,0
9,16,41,Cole Custer,Haas Automation   (Stewart Haas Racing),Ford,316,running,0,29,0
10,17,24,William Byron,Hertz   (Rick Hendrick),Chevrolet,316,running,0,27,0
11,14,2,Brad Keselowski,Alliance Parts   (Roger Penske),Ford,316,running,82,36,1
12,21,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,316,running,0,25,0
13,9,21,Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,316,running,0,31,0
14,8,88,Alex Bowman,Axalta   (Rick Hendrick),Chevrolet,316,running,0,28,0
15,25,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,316,running,0,22,0
16,22,34,Michael McDowell,Love's Travel Stops / Speedco   (Bob Jenkins),Ford,316,running,0,21,0
17,23,17,Chris Buescher,Sunny D   (Jack Roush),Ford,316,running,1,20,0
18,20,37,Ryan Preece,Velveeta   (JTG-Daugherty Racing),Chevrolet,316,running,0,19,0
19,27,43,Bubba Wallace,World Wide Technology   (Richard Petty Motorsports),Chevrolet,316,running,0,18,0
20,3,11,Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,316,running,0,17,0
21,31,96,Daniel Suarez,CommScope   (Gaunt Brothers),Toyota,316,running,0,16,0
22,19,47,Ricky Stenhouse Jr,Kroger / Nature Valley / Healthy Choice   (JTG-Daugherty Racing),Chevrolet,316,running,0,15,0
23,24,6,Ross Chastain,Oscar Mayer   (Jack Roush),Ford,316,running,0,0,0
24,15,95,Christopher Bell,Procore   (Leavine Family Racing),Toyota,316,running,0,13,0
25,26,38,John H. Nemechek,MDS Transport   (Bob Jenkins),Ford,316,running,0,12,0
26,33,52,J.J. Yeley,Window World   (Rick Ware),Ford,316,running,0,0,0
27,28,32,Corey LaJoie,Motor Trend   (Archie St. Hilaire),Ford,316,running,0,10,0
28,11,20,Erik Jones,Interstate Batteries   (Joe Gibbs),Toyota,313,running,0,10,0
29,37,53,Joey Gase,Rick Ware Racing   (Rick Ware),Chevrolet,313,running,0,0,0
30,35,77,Reed Sorenson,Spire Motorsports   (Spire Motorsports),Chevrolet,312,running,0,7,0
31,32,15,Brennan Poole,Goettl Air Conditioning & Plumbing   (Jay Robinson),Chevrolet,292,electrical,0,6,0
32,12,19,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,282,crash,11,17,0
33,29,8,Tyler Reddick,I Am Second   (Richard Childress),Chevrolet,264,crash,0,13,0
34,34,00,Quin Houff,Mount-N-Lock / Ashurst Honey   (StarCom Racing),Chevrolet,208,crash,0,3,0
35,36,51,Garrett Smithley,Jacob Construction   (Rick Ware),Chevrolet,181,engine,0,2,0
36,30,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,129,crash,0,1,0
37,5,12,Ryan Blaney,Menards / Tarkett   (Roger Penske),Ford,65,crash,0,1,0
38,38,66,Timmy Hill,Pit Boss Grills   (Carl Long),Toyota,51,engine,0,0,0
