Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,12,12,Ryan Blaney,Menards / TruWave Technology by Sylvania   (Roger Penske),Ford,191,running,63,54,5
2,20,47,Ricky Stenhouse Jr,NOS Energy Drink   (JTG-Daugherty Racing),Chevrolet,191,running,5,45,1
3,15,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,191,running,0,34,0
4,2,11,Denny Hamlin,National Civil Rights Museum   (Joe Gibbs),Toyota,191,running,18,33,0
5,18,20,Erik Jones,Sport Clips   (Joe Gibbs),Toyota,191,running,0,32,0
6,21,17,Chris Buescher,Fastenal / Milwaukee   (Jack Roush),Ford,191,running,4,33,0
7,8,88,Alex Bowman,Valvoline   (Rick Hendrick),Chevrolet,191,running,12,39,0
8,22,38,John H. Nemechek,Death Wish Coffee   (Bob Jenkins),Ford,191,running,0,29,0
9,7,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,191,running,0,31,0
10,5,4,Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,191,running,2,27,0
11,19,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,191,running,11,28,0
12,33,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,191,running,0,25,0
13,4,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,191,running,1,31,0
14,24,43,Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,191,running,1,27,0
15,31,37,Ryan Preece,Kroger / P&G   (JTG-Daugherty Racing),Chevrolet,191,running,3,22,0
16,25,32,Corey LaJoie,WallStBookie.com   (Archie St. Hilaire),Ford,191,running,0,21,0
17,9,22,Joey Logano,Money Lion   (Roger Penske),Ford,191,running,33,33,0
18,26,34,Michael McDowell,Love's Travel Stops / Speedco   (Bob Jenkins),Ford,191,running,0,19,0
19,6,2,Brad Keselowski,Dent Wizard   (Roger Penske),Ford,191,running,0,29,0
20,16,8,Tyler Reddick,Realtree   (Richard Childress),Chevrolet,191,running,19,27,1
21,39,62,Brendan Gaughan,South Point Hotel & Casino / Beard Oil   (Beard Motorsports),Chevrolet,191,running,0,0,0
22,28,41,Cole Custer,Autodesk / HaasTooling.com   (Stewart Haas Racing),Ford,191,running,0,18,0
23,1,19,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs / USO   (Joe Gibbs),Toyota,191,running,4,14,0
24,14,6,Ryan Newman,Castrol   (Jack Roush),Ford,191,running,1,13,0
25,10,14,Clint Bowyer,Barstool Sports America   (Stewart Haas Racing),Ford,190,running,0,12,0
26,23,21,Matt DiBenedetto,Quick Lane Tire & Auto Center   (Wood Brothers),Ford,190,running,1,11,0
27,32,00,Quin Houff,Permatex   (StarCom Racing),Chevrolet,190,running,0,10,0
28,37,96,Daniel Suarez,CommScope   (Gaunt Brothers),Toyota,190,running,0,9,0
29,35,95,Christopher Bell,Procore   (Leavine Family Racing),Toyota,190,running,4,14,0
30,29,27,Gray Gaulding,Panini America   (Rick Ware),Ford,190,running,0,0,0
31,30,77,B.J. McLeod,Oil Fire Rye Whiskey / Tilson   (Spire Motorsports),Chevrolet,190,running,0,0,0
32,3,18,Kyle Busch,Interstate Batteries   (Joe Gibbs),Toyota,189,running,5,19,0
33,38,66,Timmy Hill,RoofClaim.com   (Carl Long),Toyota,185,running,0,0,0
34,40,78,Garrett Smithley,Baker Camp Arnold Capital Management   (B.J. McLeod),Chevrolet,185,running,0,0,0
35,27,15,Brennan Poole,Spartan Mosquito / Remember Everyone Deployed   (Rick Ware),Chevrolet,178,crash,1,2,0
36,34,53,J.J. Yeley,Truckworx   (Rick Ware),Chevrolet,178,running,0,0,0
37,36,51,Joey Gase,The Gifted Life Podcast / LOPA   (Rick Ware),Ford,141,crash,0,0,0
38,11,9,Chase Elliott,Mountain Dew / Little Caesars   (Rick Hendrick),Chevrolet,135,crash,3,3,0
39,17,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,133,crash,0,1,0
40,13,42,Matt Kenseth,McDonald's McDelivery   (Chip Ganassi),Chevrolet,127,rear hub,0,1,0
