Leader,From Lap,To Lap,# Of Laps
Chase Elliott,1,22,22
Kyle Larson,23,28,6
Chase Elliott,29,58,30
"Martin Truex, Jr.",59,59,1
Paul Menard,60,62,3
Chase Elliott,63,90,28
