Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,1,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,90,running,80,60,7
2,4,19,Martin Truex Jr,Bass Pro Shops / Tracker ATVs & Boats   (Joe Gibbs),Toyota,90,running,1,52,0
3,6,11,Denny Hamlin,FedEx Cares   (Joe Gibbs),Toyota,90,running,0,49,0
4,14,20,Erik Jones,DeWalt   (Joe Gibbs),Toyota,90,running,0,39,0
5,19,12,Ryan Blaney,PPG   (Roger Penske),Ford,90,running,0,34,0
6,20,95,Matt DiBenedetto,Procore   (Leavine Family Racing),Toyota,90,running,0,31,0
7,15,4,Kevin Harvick,Busch Beer   (Stewart Haas Racing),Ford,90,running,0,38,0
8,5,42,Kyle Larson,McDonald's   (Chip Ganassi),Chevrolet,90,running,6,33,0
9,10,2,Brad Keselowski,Auto Trader   (Roger Penske),Ford,90,running,0,33,0
10,7,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,90,running,0,29,0
11,3,18,Kyle Busch,M&M's Hazelnut   (Joe Gibbs),Toyota,90,running,0,33,0
12,9,10,Aric Almirola,Go Bowling   (Stewart Haas Racing),Ford,90,running,0,26,0
13,16,37,Chris Buescher,Cottonelle / Healthy Choice / Nature Valley   (JTG-Daugherty Racing),Chevrolet,90,running,0,24,0
14,17,88,Alex Bowman,Axalta   (Rick Hendrick),Chevrolet,90,running,0,27,0
15,12,17,Ricky Stenhouse Jr,Acronis   (Jack Roush),Ford,90,running,0,22,0
16,11,34,Michael McDowell,Long John Silver's   (Bob Jenkins),Ford,90,running,0,21,0
17,18,41,Daniel Suarez,Haas Automation   (Stewart Haas Racing),Ford,90,running,0,20,0
18,22,21,Paul Menard,Menards / Dutch Boy   (Wood Brothers),Ford,90,running,3,19,0
19,8,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,90,running,0,24,0
20,13,14,Clint Bowyer,Rush Truck Centers / Haas Automation   (Stewart Haas Racing),Ford,90,running,0,24,0
21,2,24,William Byron,Hendrick Autoguard   (Rick Hendrick),Chevrolet,90,running,0,22,0
22,31,38,David Ragan,MDS Transport   (Bob Jenkins),Ford,90,running,0,15,0
23,21,22,Joey Logano,Money Lion Insta Cash   (Roger Penske),Ford,90,running,0,14,0
24,26,36,Matt Tifft,Maui Jim / Surface Sunscreen   (Bob Jenkins),Ford,90,running,0,13,0
25,25,6,Ryan Newman,Acronis   (Jack Roush),Ford,90,running,0,12,0
26,24,96,Parker Kligerman,TRD 40th Anniversary / Toyota Parts & Service   (Gaunt Brothers),Toyota,90,running,0,0,0
27,32,15,Ross Chastain,Premium Motorsports   (Jay Robinson),Chevrolet,90,running,0,0,0
28,30,43,Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,90,running,0,9,0
29,34,00,Landon Cassill,StarCom Fiber / Whole Harvest   (StarCom Racing),Chevrolet,90,running,0,0,0
30,27,13,Ty Dillon,GEICO Military   (Germain Racing),Chevrolet,89,running,0,7,0
31,28,3,Austin Dillon,Bass Pro Shops / Tracker ATVs & Boats   (Richard Childress),Chevrolet,89,running,0,6,0
32,36,52,Josh Bilicki,AQRE.app   (Rick Ware),Chevrolet,89,running,0,0,0
33,35,51,Cody Ware,Jacob Companies   (Rick Ware),Chevrolet,89,running,0,0,0
34,33,32,Corey LaJoie,Samaritan's Feet   (Archie St. Hilaire),Ford,85,engine,0,3,0
35,23,8,Daniel Hemric,Caterpillar   (Richard Childress),Chevrolet,84,running,0,2,0
36,29,47,Ryan Preece,Kroger / Maxwell House / Healthy Choice   (JTG-Daugherty Racing),Chevrolet,72,rear gear,0,1,0
37,37,77,Reed Sorenson,Spire Motorsports,Chevrolet,65,steering,0,1,0
