Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,8,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,267,running,34,51,6
2,2,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,267,running,85,38,0
3,1,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,267,running,10,34,0
4,17,23,Bubba Wallace,Dr Pepper Zero Sugar   (23XI Racing),Toyota,267,running,9,37,0
5,3,1,Ross Chastain,AdventHealth   (Trackhouse Racing),Chevrolet,267,running,3,34,0
6,6,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,267,running,8,41,1
7,21,9,Chase Elliott,UniFirst   (Rick Hendrick),Chevrolet,267,running,5,30,0
8,4,19,Martin Truex Jr,Reser's Fine Foods   (Joe Gibbs),Toyota,267,running,79,38,0
9,5,45,Tyler Reddick,McDonald's   (23XI Racing),Toyota,267,running,23,35,0
10,11,3,Austin Dillon,BetMGM   (Richard Childress),Chevrolet,267,running,0,31,0
11,13,4,Kevin Harvick,Busch Light #ForTheFarmers   (Stewart Haas Racing),Ford,267,running,0,26,0
12,33,47,Ricky Stenhouse Jr,Dillons/Kraft Mac & Cheese   (JTG-Daugherty Racing),Chevrolet,267,running,0,25,0
13,18,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,267,running,0,24,0
14,27,16,A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,267,running,0,29,0
15,9,99,Daniel Suarez,Worldwide Express   (Trackhouse Racing),Chevrolet,267,running,0,28,0
16,10,12,Ryan Blaney,Menards  Moen   (Roger Penske),Ford,267,running,0,24,0
17,14,17,Chris Buescher,Fastenal / Body Guard   (Jack Roush),Ford,267,running,0,25,0
18,30,31,Justin Haley,Celsius   (Matthew Kaulig),Chevrolet,267,running,0,19,0
19,20,6,Brad Keselowski,King's Hawaiian GoTG Vol 3   (Jack Roush),Ford,267,running,0,18,0
20,24,7,Corey LaJoie,FOE   (Spire Motorsports),Chevrolet,267,running,7,17,0
21,19,43,Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,267,running,0,23,0
22,26,77,Ty Dillon,Ferris Commercial Mowers   (Spire Motorsports),Chevrolet,267,running,0,18,0
23,35,51,J.J. Yeley,Biohaven/Jacob Co.   (Rick Ware),Ford,266,running,0,0,0
24,32,38,Todd Gilliland,Speedy Cash   (Bob Jenkins),Ford,266,running,0,13,0
25,29,48,Josh Berry,Ally   (Rick Hendrick),Chevrolet,266,running,0,0,0
26,23,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,266,running,1,20,0
27,28,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,266,running,0,10,0
28,34,15,Brennan Poole,go2mro.com/donate VDL Strong	   (Rick Ware),Ford,264,running,0,0,0
29,22,42,Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,262,running,0,16,0
30,25,21,Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,261,running,0,7,0
31,15,2,Austin Cindric,Freightliner   (Roger Penske),Ford,260,running,0,6,0
32,31,14,Chase Briscoe,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,260,running,0,5,0
33,36,78,Josh Bilicki,Zeigler Auto Group   (B.J. McLeod),Chevrolet,260,running,0,4,0
34,7,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,176,crash,0,11,0
35,16,8,Kyle Busch,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,162,crash,0,2,0
36,12,20,Christopher Bell,SiriusXM   (Joe Gibbs),Toyota,157,crash,3,6,0
