driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Denny Hamlin,8,3,1,1,22,4,23,86,63,71,82.6,44,264,98.9,34,12.7,267,136.1
Kyle Larson,2,2,2,1,36,7,44,125,81,64,51.2,30,227,85.0,85,31.8,267,116.4
William Byron,1,32,3,1,36,18,-21,76,97,35,46.1,17,135,50.6,10,3.7,267,108.1
Bubba Wallace,17,4,4,1,27,6,25,110,85,82,74.5,15,260,97.4,9,3.4,267,113.5
Ross Chastain,3,5,5,1,27,7,-9,114,123,78,68.4,5,243,91.0,3,1.1,267,101.2
Joey Logano,6,20,6,1,31,13,7,112,105,58,51.8,3,174,65.2,8,3.0,267,82.1
Chase Elliott,21,11,7,1,33,12,30,143,113,62,43.4,11,191,71.5,5,1.9,267,89.1
Martin Truex Jr,4,1,8,1,22,4,15,78,63,64,82.1,30,264,98.9,79,29.6,267,122.4
Tyler Reddick,5,6,9,1,25,8,7,108,101,80,74.1,10,239,89.5,23,8.6,267,100.2
Austin Dillon,11,18,10,2,33,16,2,113,111,32,28.3,0,111,41.6,0,0.0,267,76.8
Kevin Harvick,13,12,11,6,30,12,4,123,119,86,69.9,0,250,93.6,0,0.0,267,85.8
Ricky Stenhouse Jr,33,26,12,5,34,21,4,114,110,36,31.6,0,96,36.0,0,0.0,267,64.5
Aric Almirola,18,13,13,6,36,19,5,105,100,25,23.8,3,98,36.7,0,0.0,267,74.9
A.J. Allmendinger,27,19,14,5,30,19,14,119,105,8,6.7,0,59,22.1,0,0.0,267,66.0
Daniel Suarez,9,16,15,3,30,13,6,136,130,65,47.8,0,161,60.3,0,0.0,267,81.0
Ryan Blaney,10,15,16,3,24,11,-6,104,110,82,78.8,0,252,94.4,0,0.0,267,80.2
Chris Buescher,14,14,17,5,34,17,1,137,136,38,27.7,0,97,36.3,0,0.0,267,65.7
Justin Haley,30,33,18,17,36,28,-1,95,96,0,0.0,2,0,0.0,0,0.0,267,50.7
Brad Keselowski,20,21,19,2,35,20,-17,121,138,20,16.5,2,55,20.6,0,0.0,267,50.5
Corey LaJoie,24,23,20,1,32,22,-13,112,125,18,16.1,1,50,18.7,7,2.6,267,52.8
Erik Jones,19,24,21,3,33,22,19,138,119,11,8.0,1,19,7.1,0,0.0,267,52.3
Ty Dillon,26,27,22,7,35,25,-22,87,109,2,2.3,0,9,3.4,0,0.0,267,45.3
J.J. Yeley,35,31,23,3,36,28,-25,62,87,8,12.9,1,23,8.6,0,0.0,266,38.9
Todd Gilliland,32,30,24,3,32,24,-38,113,151,9,8.0,0,12,4.5,0,0.0,266,46.7
Josh Berry,29,10,25,7,29,19,13,117,104,32,27.4,0,79,29.7,0,0.0,266,58.8
Michael McDowell,23,22,26,1,31,19,-24,104,128,31,29.8,1,72,27.1,1,0.4,266,49.0
Ryan Preece,28,29,27,1,35,26,-16,115,131,15,13.0,0,30,11.3,0,0.0,266,35.2
Brennan Poole,34,28,28,13,36,29,-31,69,100,2,2.9,0,3,1.1,0,0.0,264,30.8
Noah Gragson,22,17,29,2,30,19,-8,98,106,25,25.5,0,65,24.8,0,0.0,262,54.0
Harrison Burton,25,25,30,7,33,25,3,112,109,12,10.7,3,20,7.7,0,0.0,261,37.1
Austin Cindric,15,34,31,3,35,27,-7,42,49,8,19.0,2,12,4.6,0,0.0,260,44.7
Chase Briscoe,31,35,32,7,36,33,-6,60,66,10,16.7,0,10,3.8,0,0.0,260,29.0
Josh Bilicki,36,36,33,18,36,34,-6,36,42,0,0.0,0,0,0.0,0,0.0,260,24.8
Ty Gibbs,7,7,34,2,27,17,19,86,67,57,66.3,7,154,87.5,0,0.0,176,86.8
Kyle Busch,16,8,35,4,32,22,-2,84,86,44,52.4,1,114,70.4,0,0.0,162,65.6
Christopher Bell,12,9,36,1,15,20,7,78,71,70,89.7,9,157,100.0,3,1.9,157,77.4
