Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,9,4,Kevin Harvick,Busch Light #ForTheFarmers   (Stewart Haas Racing),Ford,325,running,151,51,5
2,4,18,Kyle Busch,M&M's Fudge Brownie   (Joe Gibbs),Toyota,325,running,7,52,0
3,11,19,Martin Truex Jr,Auto Owners Insurance   (Joe Gibbs),Toyota,325,running,65,54,2
4,7,12,Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,325,running,2,43,0
5,10,11,Denny Hamlin,FedEx #SupportSmall   (Joe Gibbs),Toyota,325,running,0,46,0
6,12,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,325,running,1,31,0
7,15,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,325,running,0,33,0
8,1,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,325,running,26,40,0
9,6,2,Brad Keselowski,Auto Trader   (Roger Penske),Ford,325,running,5,31,0
10,3,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,325,running,10,27,0
11,16,3,Austin Dillon,Symbicort   (Richard Childress),Chevrolet,324,running,0,26,0
12,8,88,Alex Bowman,Axalta   (Rick Hendrick),Chevrolet,324,running,0,25,0
13,22,47,Ricky Stenhouse Jr,NOS Energy Drink   (JTG-Daugherty Racing),Chevrolet,324,running,0,28,0
14,17,6,Ryan Newman,Progressive Insurance   (Jack Roush),Ford,324,running,0,23,0
15,19,42,Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,324,running,0,22,0
16,24,8,Tyler Reddick,Roland   (Richard Childress),Chevrolet,324,running,0,21,0
17,2,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,324,running,0,20,0
18,27,95,Christopher Bell,Rheem   (Leavine Family Racing),Toyota,324,running,0,19,0
19,31,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,324,running,0,18,0
20,5,14,Clint Bowyer,Busch Light #ForTheFarmers   (Stewart Haas Racing),Ford,324,running,58,27,0
21,23,43,Bubba Wallace,McDonald's   (Richard Petty Motorsports),Chevrolet,324,running,0,16,0
22,13,17,Chris Buescher,Fastenal / MCR Safety   (Jack Roush),Ford,324,running,0,15,0
23,18,38,John H. Nemechek,Yanmar   (Bob Jenkins),Ford,324,running,0,14,0
24,36,34,Michael McDowell,FR8 Auctions   (Bob Jenkins),Ford,324,running,0,13,0
25,21,21,Matt DiBenedetto,Menards / Knauf   (Wood Brothers),Ford,324,running,0,16,0
26,29,37,Ryan Preece,Kroger / Hershey's / Kingsford / Scott   (JTG-Daugherty Racing),Chevrolet,323,running,0,11,0
27,25,32,Corey LaJoie,Built Bar   (Archie St. Hilaire),Ford,323,running,0,10,0
28,14,20,Erik Jones,Stanley Tools   (Joe Gibbs),Toyota,322,running,0,12,0
29,28,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,322,running,0,8,0
30,33,15,Brennan Poole,Spartan Mosquito   (Rick Ware),Chevrolet,321,running,0,7,0
31,37,96,Daniel Suarez,Coca-Cola   (Gaunt Brothers),Toyota,316,running,0,6,0
32,35,00,Quin Houff,Units   (StarCom Racing),Chevrolet,314,running,0,5,0
33,20,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,313,running,0,4,0
34,32,27,Josh Bilicki,Insurance King   (Rick Ware),Ford,313,running,0,0,0
35,34,53,Garrett Smithley,Hero Box   (Rick Ware),Chevrolet,312,running,0,0,0
36,30,77,J.J. Yeley,Greenville Swamp Rabbits   (Spire Motorsports),Chevrolet,311,running,0,0,0
37,40,7,Reed Sorenson,"Tommy Baldwin, Jr.",Chevrolet,310,running,0,1,0
38,26,51,Joey Gase,Donate Life   (Rick Ware),Ford,308,running,0,0,0
39,38,66,Timmy Hill,RoofClaim.com   (Carl Long),Toyota,259,electrical,0,0,0
40,39,78,B.J. McLeod,Circle Track Warehouse   (B.J. McLeod),Chevrolet,3,clutch,0,0,0
