Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,1,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,500,running,115,50,5
2,23,14,Clint Bowyer,Built Ford Proud   (Stewart Haas Racing),Ford,500,running,0,40,0
3,24,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,500,running,0,35,0
4,7,18,Kyle Busch,Skittles   (Joe Gibbs),Toyota,500,running,100,39,0
5,15,20,Erik Jones,Stanley   (Joe Gibbs),Toyota,500,running,0,35,0
6,20,3,Austin Dillon,Symbicort   (Richard Childress),Chevrolet,500,running,0,31,0
7,12,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,500,running,0,30,0
8,13,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,500,running,0,33,0
9,35,95,Christopher Bell,JBL   (Leavine Family Racing),Toyota,500,running,0,28,0
10,36,43,Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,500,running,0,27,0
11,8,4,Kevin Harvick,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,500,running,0,39,0
12,33,37,Ryan Preece,Bush's Beans   (JTG-Daugherty Racing),Chevrolet,500,running,0,25,0
13,18,38,John H. Nemechek,Scag Power Equipment   (Bob Jenkins),Ford,500,running,0,24,0
14,25,34,Michael McDowell,Love's Travel Stops / Luber Finer   (Bob Jenkins),Ford,500,running,0,23,0
15,17,6,Ryan Newman,Castrol   (Jack Roush),Ford,500,running,0,22,0
16,14,42,Matt Kenseth,McDonald's   (Chip Ganassi),Chevrolet,500,running,0,21,0
17,10,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,500,running,131,32,0
18,37,96,Daniel Suarez,It's Good to Be Genuine   (Gaunt Brothers),Toyota,500,running,0,19,0
19,38,66,Timmy Hill,Pit Boss Grills   (Carl Long),Toyota,500,running,0,0,0
20,5,19,Martin Truex Jr,Auto Owners Insurance   (Joe Gibbs),Toyota,500,running,0,17,0
21,3,22,Joey Logano,Auto Trader   (Roger Penske),Ford,500,running,2,29,0
22,6,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,500,running,88,35,2
23,19,17,Chris Buescher,Sunny D   (Jack Roush),Ford,496,running,0,15,0
24,34,15,Brennan Poole,Spartan Mosquito Pro Tech   (Rick Ware),Chevrolet,494,running,0,13,0
25,40,7,J.J. Yeley,"PCA / 4URx   (Tommy Baldwin, Jr.)",Chevrolet,492,running,0,0,0
26,31,77,Garrett Smithley,Spire Motorsports,Chevrolet,489,running,0,0,0
27,28,00,Quin Houff,Mane 'n Tail   (StarCom Racing),Chevrolet,483,running,0,10,0
28,39,78,B.J. McLeod,Circle Track Warehouse Auction   (B.J. McLeod),Ford,477,crash,0,0,0
29,2,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,470,crash,0,15,0
30,30,27,Gray Gaulding,Panini America   (Rick Ware),Ford,456,crash,0,7,0
31,9,21,Matt DiBenedetto,Reese / Draw-Tite   (Wood Brothers),Ford,456,running,4,10,0
32,32,32,Corey LaJoie,Enlisted Nine / JDog Brands	   (Archie St. Hilaire),Ford,375,fuel pressure,0,5,0
33,27,51,Joey Gase,Rick Ware,Chevrolet,302,too slow,0,0,0
34,16,47,Ricky Stenhouse Jr,Kroger / Purina / Bush's Beans   (JTG-Daugherty Racing),Chevrolet,228,crash,0,5,0
35,22,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,228,crash,0,2,0
36,21,8,Tyler Reddick,Alsco Uniforms   (Richard Childress),Chevrolet,228,crash,0,1,0
37,11,88,Alex Bowman,ChevyGoods.com / Adam's Polishes   (Rick Hendrick),Chevrolet,228,crash,0,1,0
38,26,53,Bayley Currey,Belmont Classic Cars   (Rick Ware),Chevrolet,203,crash,0,0,0
39,29,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,201,crash,0,1,0
40,4,12,Ryan Blaney,Menards / Richmond   (Roger Penske),Ford,199,crash,60,10,0
