Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,2,45,Tyler Reddick,Monster Energy   (23XI Racing),Toyota,75,running,41,50,6
2,9,8,Kyle Busch,Netspend   (Richard Childress),Chevrolet,75,running,0,39,0
3,6,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,75,running,0,41,0
4,12,1,Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,75,running,0,39,0
5,1,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,75,running,28,42,1
6,3,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,75,running,2,40,0
7,18,47,Ricky Stenhouse Jr,Kroger/Blue Buffalo   (JTG-Daugherty Racing),Chevrolet,75,running,0,35,0
8,32,17,Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,75,running,1,35,0
9,17,54,Ty Gibbs,He Gets Us   (Joe Gibbs),Toyota,75,running,0,28,0
10,36,38,Todd Gilliland,Ruedebusch   (Bob Jenkins),Ford,75,running,0,27,0
11,27,7,Corey LaJoie,OpTic Gaming   (Spire Motorsports),Chevrolet,75,running,0,26,0
12,20,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,75,running,0,33,0
13,29,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,75,running,0,31,0
14,13,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,75,running,0,27,0
15,19,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,75,running,0,24,0
16,21,11,Denny Hamlin,Interstate Batteries   (Joe Gibbs),Toyota,75,running,0,21,0
17,25,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,75,running,0,20,0
18,24,15,Jenson Button,Mobil 1   (Rick Ware),Ford,75,running,0,19,0
19,23,31,Justin Haley,Celsius   (Matthew Kaulig),Chevrolet,75,running,0,18,0
20,10,42,Noah Gragson,Black Rifle Coffee Company   (Legacy Motor Club),Chevrolet,75,running,0,18,0
21,38,12,Ryan Blaney,Menards  Knauf   (Roger Penske),Ford,75,running,0,16,0
22,16,21,Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,75,running,0,15,0
23,8,43,Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,75,running,0,17,0
24,4,9,Jordan Taylor,UniFirst   (Rick Hendrick),Chevrolet,75,running,0,16,0
25,37,51,Cody Ware,PublicSq.   (Rick Ware),Ford,75,running,0,12,0
26,33,78,Josh Bilicki,Zeigler Auto Group   (B.J. McLeod),Chevrolet,75,running,0,0,0
27,5,99,Daniel Suarez,Freeway Insurance   (Trackhouse Racing),Chevrolet,75,running,1,15,0
28,15,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,75,running,1,9,0
29,22,91,Kimi Raikkonen,Onx Homes / iLOQ   (Trackhouse Racing),Chevrolet,75,running,0,8,0
30,39,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,74,running,0,7,0
31,14,20,Christopher Bell,DEWALT   (Joe Gibbs),Toyota,73,crash,1,8,0
32,26,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,68,crash,0,6,0
33,28,3,Austin Dillon,Get Bioethanol   (Richard Childress),Chevrolet,62,crash,0,13,0
34,7,16,A.J. Allmendinger,Farmsmart   (Matthew Kaulig),Chevrolet,60,crash,0,11,0
35,30,6,Brad Keselowski,Wyndham Rewards   (Jack Roush),Ford,56,driveshaft,0,2,0
36,35,50,Conor Daly,Bitnile.com   (TMT Racing),Chevrolet,16,transmission,0,1,0
37,11,23,Bubba Wallace,MoneyLion   (23XI Racing),Toyota,10,crash,0,1,0
38,31,84,Jimmie Johnson,Club Wyndham   (Legacy Motor Club),Chevrolet,0,dvp,0,1,0
39,34,77,Ty Dillon,Ferris Commercial Mowers   (Spire Motorsports),Chevrolet,0,crash,0,1,0
