driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Tyler Reddick,2,2,1,1,25,4,29,57,28,32,56.1,13,70,93.3,41,54.7,75,141.8
Kyle Busch,9,6,2,2,31,11,5,85,80,23,27.1,3,56,74.7,0,0.0,75,101.1
Alex Bowman,6,7,3,2,24,7,10,55,45,25,45.5,1,67,89.3,0,0.0,75,108.4
Ross Chastain,12,5,4,2,28,9,12,73,61,25,34.2,2,64,85.3,0,0.0,75,107.1
William Byron,1,1,5,1,15,3,0,32,32,19,59.4,6,75,100.0,28,37.3,75,128.8
Austin Cindric,3,10,6,1,31,12,12,91,79,31,34.1,4,52,69.3,2,2.7,75,96.1
Ricky Stenhouse Jr,18,19,7,3,33,19,18,105,87,15,14.3,0,17,22.7,0,0.0,75,76.2
Chris Buescher,32,16,8,1,36,16,15,95,80,34,35.8,0,48,64.0,1,1.3,75,84.0
Ty Gibbs,17,31,9,7,33,19,18,117,99,30,25.6,1,30,40.0,0,0.0,75,76.5
Todd Gilliland,36,17,10,7,36,20,22,115,93,18,15.7,1,15,20.0,0,0.0,75,68.4
Corey LaJoie,27,35,11,11,37,29,9,75,66,8,10.7,0,6,8.0,0,0.0,75,53.3
Michael McDowell,20,12,12,3,36,15,30,127,97,41,32.3,1,51,68.0,0,0.0,75,92.2
Kevin Harvick,29,14,13,4,29,15,5,93,88,26,28.0,0,44,58.7,0,0.0,75,88.0
Kyle Larson,13,26,14,5,36,23,-11,89,100,21,23.6,3,26,34.7,0,0.0,75,81.8
Chase Briscoe,19,22,15,6,37,17,-2,87,89,31,35.6,0,38,50.7,0,0.0,75,71.5
Denny Hamlin,21,20,16,3,37,22,-15,141,156,4,2.8,0,9,12.0,0,0.0,75,63.5
Martin Truex Jr,25,13,17,3,31,15,9,103,94,27,26.2,1,47,62.7,0,0.0,75,77.4
Jenson Button,24,25,18,15,34,27,12,104,92,0,0.0,0,1,1.3,0,0.0,75,48.7
Justin Haley,23,32,19,12,36,26,29,115,86,2,1.7,0,0,0.0,0,0.0,75,50.8
Noah Gragson,10,23,20,7,31,17,-4,111,115,23,20.7,0,33,44.0,0,0.0,75,65.0
Ryan Blaney,38,34,21,14,38,29,20,89,69,1,1.1,0,0,0.0,0,0.0,75,44.7
Harrison Burton,16,27,22,2,35,26,-24,75,99,1,1.3,0,7,9.3,0,0.0,75,45.8
Erik Jones,8,21,23,2,32,17,1,81,80,15,18.5,0,26,34.7,0,0.0,75,71.8
Jordan Taylor,4,18,24,4,32,18,-14,95,109,13,13.7,2,27,36.0,0,0.0,75,66.4
Cody Ware,37,33,25,4,37,28,-34,97,131,1,1.0,0,2,2.7,0,0.0,75,36.8
Josh Bilicki,33,30,26,12,38,27,0,100,100,3,3.0,0,5,6.7,0,0.0,75,43.0
Daniel Suarez,5,4,27,1,31,7,-16,54,70,29,53.7,7,65,86.7,1,1.3,75,101.6
Joey Logano,15,8,28,1,37,15,-48,70,118,23,32.9,0,46,61.3,1,1.3,75,65.5
Kimi Raikkonen,22,29,29,4,33,24,-11,100,111,9,9.0,0,11,14.7,0,0.0,75,48.3
Aric Almirola,39,28,30,12,39,28,-3,92,95,4,4.3,0,3,4.1,0,0.0,74,36.2
Christopher Bell,14,11,31,1,31,15,-18,79,97,27,34.2,0,50,68.5,1,1.4,73,71.5
Ryan Preece,26,15,32,7,33,21,-29,73,102,12,16.4,0,23,33.8,0,0.0,68,53.7
Austin Dillon,28,9,33,2,33,16,6,59,53,19,32.2,1,42,67.7,0,0.0,62,80.1
A.J. Allmendinger,7,3,34,2,32,13,-8,37,45,21,56.8,2,55,91.7,0,0.0,60,91.5
Brad Keselowski,30,24,35,14,37,27,-13,95,108,2,2.1,1,4,7.1,0,0.0,56,45.4
Conor Daly,35,36,36,25,37,35,6,21,15,0,0.0,0,0,0.0,0,0.0,16,27.7
Bubba Wallace,11,37,37,11,33,34,-21,10,31,8,80.0,0,10,100.0,0,0.0,10,40.7
Jimmie Johnson,31,39,38,31,39,39,1,7,6,0,0.0,0,0,0.0,0,0.0,0,27.0
Ty Dillon,34,38,39,34,38,38,-4,6,10,0,0.0,0,0,0.0,0,0.0,0,26.7
